86-53-85-033356-001-01 8221  22.4127.812    1
86-53-85-033356-001-01 921             2    1
86-53-85-033356-001-011021             2    1
86-53-85-033356-001-0111221  17.3108.512    1
09-51-75-993358-001-01 121             2    1
09-51-75-993358-001-01 21121           2    1
09-51-75-993358-001-01 321             2    1
90-79-01-953360-001-01 121             2    1
90-79-01-953360-001-01 21121           2    1
90-79-01-953360-001-01 3111    41150.112    1
90-79-01-953360-001-01 4221  31.7142.912    1
90-79-01-953360-001-01 5221  22.2122.412    1
90-79-01-953360-001-01 62221           1    1
17-79-46-663362-001-01 121             2    1
17-79-46-663362-001-01 2111  75.9157.512    1
17-79-46-663362-001-01 3221  30.8141.712    1
17-79-46-663362-001-01 42221           2    1
17-79-46-663362-001-01 52221           2    1
17-79-46-663362-001-01 7221  16.8102.511    1
32-66-06-163363-001-01 121             2    1
32-66-06-163363-001-01 21121           2    1
32-66-06-163363-001-01 32221           2    1
32-66-06-163363-001-01 4221  30.7141.112    1
32-66-06-163363-001-01 511             2    1
32-66-06-163363-001-01 6221  21.5  12512    1
32-66-06-163363-001-01 7221  13.2 96.51114.51
32-66-06-163363-001-01 8221  20.6123.611    1
50-00-52-553364-001-01 121             2    1
50-00-52-553364-001-01 2111  64.2162.112    1
50-00-52-553364-001-01 32221           2    1
50-00-52-553364-001-01 42221           2    1
50-00-52-553364-001-01 5221  22.6126.412    1
50-00-52-553364-001-01 6221  19.8  1131116.21
50-00-52-553364-001-01 7111  64.2151.912    1
35-50-28-413366-001-01 121             2    1
35-50-28-413366-001-01 221             2    1
35-50-28-413366-001-01 41121           2    1
35-50-28-413366-001-01 521             2    1
06-81-63-103375-001-01 121             2    1
06-81-63-103375-001-01 221             2    1
06-81-63-103375-001-01 421             2    1
06-81-63-103375-001-01 621             2    1
06-81-63-103375-001-01 7111  42.5149.612    1
06-81-63-103375-001-01 8221  54.6151.512    1
50-14-03-463375-001-05 121             2    1
50-14-03-463375-001-05 2111  62.6169.812    1
50-14-03-463375-001-05 3221  14.2 90.51116.51
50-14-03-463375-001-05 421             2    1
79-39-05-893377-001-02 221             2    1
79-39-05-893377-001-02 4111  43.3156.412    1
79-39-05-893377-001-02 5111    51  16112    1
79-39-05-893377-001-02 6221  27.2135.812    1
79-39-05-893377-001-02 721             2    1
79-39-05-893377-001-021021             2    1
62-47-91-693377-001-03 121             2    1
62-47-91-693377-001-03 2111  57.6  16112    1
62-47-91-693377-001-03 3221   7.1 71.52113.21
93-04-12-363378-001-01 121             2    1
93-04-12-363378-001-01 21121           2    1
93-04-12-363378-001-01 311             2    1
93-04-12-363378-001-01 42221           1    1
03-71-71-403379-001-01 121             2    1
03-71-71-403379-001-01 21123           2    1
03-71-71-403379-001-01 3111  43.5153.512    1
03-71-71-403379-001-01 421             2    1
03-71-71-403379-001-01 51121           2    1
03-71-71-403379-001-01 621             2    1
03-71-71-403379-001-01 72221           2    1
03-71-71-403379-001-01 8221  30.5137.512    1
03-71-71-403379-001-01 91121           2    1
03-71-71-403379-001-011021             2    1
03-71-71-403379-001-011122             2    1
95-02-90-033380-001-02 2111  47.3154.812    1
95-02-90-033380-001-02 321             2    1
95-02-90-033380-001-02 621             2    1
95-02-90-033380-001-02 7221  35.1155.312    1
95-02-90-033380-001-02 8221  26.6  12812    1
95-02-90-033380-001-02 9221  17.9112.912    1
43-95-25-823380-001-03 121             2    1
43-95-25-823380-001-03 2111  42.7153.812    1
43-95-25-823380-001-03 3221   7.9 74.42112.51
25-91-74-683380-001-05 121             2    1
25-91-74-683380-001-05 21121           2    1
97-08-28-903381-001-01 121             2    1
97-08-28-903381-001-01 2111  60.8155.312    1
97-08-28-903381-001-01 3111  56.5154.512    1
97-08-28-903381-001-01 421             2    1
97-08-28-903381-001-01 5221  36.3  15312    1
97-08-28-903381-001-01 6221  30.6116.512    1
97-08-28-903381-001-01 7221  18.3116.51116.21
19-86-31-293385-001-01 121             2    1
19-86-31-293385-001-01 2111    65  14612    1
19-86-31-293385-001-01 421             2    1
19-86-31-293385-001-01 5111    44159.512    1
19-86-31-293385-001-01 622             2    1
19-86-31-293385-001-01 722             2    1
19-86-31-293385-001-01 8221  21.4114.512    1
19-86-31-293385-001-01 9221   6.9 64.421  151
38-07-00-153385-001-03 121             2    1
38-07-00-153385-001-03 2111  69.3151.412    1
38-07-00-153385-001-03 3221  12.1 84.211  171
79-29-36-723387-001-01 121             2    1
79-29-36-723387-001-01 2111  54.4159.212    1
79-29-36-723387-001-01 51121           2    1
79-29-36-723387-001-01 6221  39.6152.312    1
79-29-36-723387-001-01 72221           2    1
84-92-14-033387-001-03 121             2    1
84-92-14-033387-001-03 2111    64161.312    1
84-92-14-033387-001-03 3221  11.1  10011  151
53-03-79-223387-001-04 121             2    1
53-03-79-223387-001-04 2111  49.8159.212    1
53-03-79-223387-001-04 3221  13.9 99.51115.11
53-03-79-223387-001-04 4221   8.5 70.61115.31
60-29-82-273394-001-01 121             2    1
60-29-82-273394-001-01 221             2    1
60-29-82-273394-001-01 3111    46150.512    1
60-29-82-273394-001-01 4121  67.6151.512    1
60-29-82-273394-001-01 5221  13.6 99.41116.51
60-29-82-273394-001-01 6221  30.2133.612    1
52-39-32-543395-001-01 121             2    1
52-39-32-543395-001-01 2111  77.6157.212    1
52-39-32-543395-001-01 3221  20.7115.812    1
70-36-81-113396-001-01 121             2    1
70-36-81-113396-001-01 2111  36.6  15312    1
70-36-81-113396-001-01 3221    24131.412    1
70-36-81-113396-001-01 4221  21.9  12512    1
70-36-81-113396-001-01 5221    16  1081115.21
36-20-39-903397-001-01 121             2    1
36-20-39-903397-001-01 2111  47.4156.212    1
36-20-39-903397-001-01 32221           1    1
36-20-39-903397-001-01 4221    26133.412    1
36-20-39-903397-001-01 52221           2    1
10-93-52-093398-001-01 121             2    1
10-93-52-093398-001-01 41121           2    1
12-45-31-273399-001-01 121             2    1
12-45-31-273399-001-01 2111 104.5159.512    1
12-45-31-273399-001-01 321             2    1
12-45-31-273399-001-01 4111  53.7154.112    1
12-45-31-273399-001-01 5221  37.6154.212    1
24-43-08-663400-001-01 121             2    1
24-43-08-663400-001-01 221             2    1
24-43-08-663400-001-01 4111  54.7159.412    1
24-43-08-663400-001-01 521             2    1
24-43-08-663400-001-01 7221  15.4109.411  151
14-99-84-453400-001-03 121             2    1
14-99-84-453400-001-03 2111  48.1160.612    1
14-99-84-453400-001-03 321             2    1
31-12-32-103401-001-01 121             2    1
31-12-32-103401-001-01 2111  82.1  16012    1
31-12-32-103401-001-01 32221           2    1
31-12-32-103401-001-01 42221           2    1
31-12-32-103401-001-01 5221  27.8135.812    1
31-12-32-103401-001-01 721             2    1
31-12-32-103401-001-01 8221  16.2  1051115.51
70-31-88-363401-001-06 121             2    1
70-31-88-363401-001-06 2111  45.8148.812    1
70-31-88-363401-001-06 3221   8.7   781112.51
73-06-99-993413-001-01 121             2    1
73-06-99-993413-001-01 221             2    1
73-06-99-993413-001-01 3111  70.4  15812    1
73-06-99-993413-001-01 421             2    1
73-06-99-993413-001-01 521             2    1
73-06-99-993413-001-01 621             2    1
73-06-99-993413-001-01 721             2    1
73-06-99-993413-001-01 8221  39.7  16212    1
73-06-99-993413-001-01 92221           2    1
73-06-99-993413-001-0110221    24133.712    1
73-06-99-993413-001-0111221  13.5  1051117.41
53-24-74-493414-001-01 121             2    1
53-24-74-493414-001-01 21123           2    1
53-24-74-493414-001-01 3221  55.1152.512    1
53-24-74-493414-001-01 42221           2    1
53-24-74-493414-001-01 52221           2    1
53-24-74-493414-001-01 621             2    1
53-24-74-493414-001-01 721             2    1
53-24-74-493414-001-01 8221   9.9 76.51114.51
55-69-64-173415-001-01 1111  72.9164.312    1
55-69-64-173415-001-01 321             2    1
55-69-64-173415-001-01 521             2    1
20-44-11-193416-001-01 121             2    1
20-44-11-193416-001-01 2111    56  16212    1
20-44-11-193416-001-01 421             2    1
55-46-94-663417-001-01 121             2    1
55-46-94-663417-001-01 2111  61.8153.812    1
55-46-94-663417-001-01 321             2    1
55-46-94-663417-001-01 421             2    1
55-46-94-663417-001-01 5111  53.9154.712    1
55-46-94-663417-001-01 6111  47.9152.312    1
55-46-94-663417-001-01 7121  36.8  15112    1
55-46-94-663417-001-01 8221  25.2  12812    1
55-46-94-663417-001-01 92221           2    1
55-46-94-663417-001-011011             2    1
55-46-94-663417-001-0111221  12.5 94.611    1
06-92-14-813419-001-02 221             2    1
06-92-14-813419-001-02 3111  60.5160.412    1
06-92-14-813419-001-02 41121           2    1
06-92-14-813419-001-02 521             2    1
06-92-14-813419-001-02 62221           2    1
06-92-14-813419-001-02 7221  29.8134.512    1
10-51-19-403420-001-01 121             2    1
10-51-19-403420-001-01 21121           2    1
10-51-19-403420-001-01 31123           2    1
10-51-19-403420-001-01 41121           2    1
10-51-19-403420-001-01 521             2    1
10-51-19-403420-001-01 62221           2    1
73-39-76-843432-001-01 121             2    1
73-39-76-843432-001-01 221             2    1
73-39-76-843432-001-01 321             2    1
73-39-76-843432-001-01 41121           2    1
73-39-76-843432-001-01 521             2    1
73-39-76-843432-001-01 621             2    1
73-39-76-843432-001-01 81121           2    1
73-39-76-843432-001-01 9111    75162.412    1
73-39-76-843432-001-0111111  60.7  15712    1
02-57-71-623432-001-07 121             2    1
02-57-71-623432-001-07 2111  47.8  16412    1
02-57-71-623432-001-07 31121           2    1
02-57-71-623432-001-07 42221           2    1
02-57-71-623432-001-07 52221           2    1
02-57-71-623432-001-07 6221  12.8   911114.31
14-55-53-523433-001-01 121             2    1
14-55-53-523433-001-01 221             2    1
14-55-53-523433-001-01 31121           2    1
14-55-53-523433-001-01 621             2    1
14-55-53-523433-001-01 711             2    1
14-55-53-523433-001-01 8111  47.1142.512    1
14-55-53-523433-001-01 921             2    1
14-55-53-523433-001-01102221           2    1
14-55-53-523433-001-0111111    53153.212    1
18-41-34-723433-001-03 121             2    1
18-41-34-723433-001-03 2111  59.6  15712    1
18-41-34-723433-001-03 3221  13.8 96.611  151
18-41-34-723433-001-03 4221   6.6 61.52113.91
31-70-41-833433-001-04 121             2    1
31-70-41-833433-001-04 21124           2    1
56-03-92-813434-001-01 121             2    1
56-03-92-813434-001-01 2111  93.1155.812    1
56-03-92-813434-001-01 32221           2    1
56-03-92-813434-001-01 41121           2    1
19-09-09-223435-001-01 121             2    1
19-09-09-223435-001-01 2111  70.7166.412    1
19-09-09-223435-001-01 3221  91.9156.212    1
19-09-09-223435-001-01 4221  43.6150.512    1
19-09-09-223435-001-01 5221    24124.712    1
19-09-09-223435-001-01 6221   7.3   6211  171
01-30-61-433436-001-01 121             2    1
01-30-61-433436-001-01 21123           2    1
01-30-61-433436-001-01 522             2    1
01-30-61-433436-001-01 622             2    1
12-00-35-803436-001-02 121             2    1
12-00-35-803436-001-02 2111  53.2146.812    1
12-00-35-803436-001-02 321             2    1
12-00-35-803436-001-02 4111  39.9160.512    1
12-00-35-803436-001-02 5221   9.8   771115.41
09-38-12-723436-001-03 121             2    1
09-38-12-723436-001-03 2111  47.1  14912    1
09-38-12-723436-001-03 32221           1    1
22-32-62-133437-001-01 121             2    1
22-32-62-133437-001-01 21121           2    1
22-32-62-133437-001-01 311             2    1
22-32-62-133437-001-01 4111  72.3161.612    1
22-32-62-133437-001-01 52221           2    1
22-32-62-133437-001-01 6221    27128.812    1
22-32-62-133437-001-01 7221  17.7110.812    1
22-32-62-133437-001-01 8221  16.7102.91119.81
99-65-36-523438-001-01 121             2    1
99-65-36-523438-001-01 2111    62158.512    1
99-65-36-523438-001-01 3111  77.3164.812    1
99-65-36-523438-001-01 41121           2    1
99-65-36-523438-001-01 51121           2    1
99-65-36-523438-001-01 62221           2    1
99-65-36-523438-001-01 7221    27131.612    1
99-65-36-523438-001-01 8221    15 90.31119.91
54-07-81-943439-001-01 121             2    1
54-07-81-943439-001-01 221             2    1
54-07-81-943439-001-01 3221  26.6134.612    1
54-07-81-943439-001-01 4111  87.6160.612    1
54-07-81-943439-001-01 51121           2    1
54-07-81-943439-001-01 621             2    1
54-07-81-943439-001-01 722             2    1
54-07-81-943439-001-01 81121           2    1
59-66-37-093451-001-01 121             2    1
59-66-37-093451-001-01 221             2    1
59-66-37-093451-001-01 32221           2    1
59-66-37-093451-001-01 4221  22.6129.412    1
59-66-37-093451-001-01 51121           2    1
59-66-37-093451-001-01 6221  20.1109.91113.41
89-97-86-403452-001-01 121             2    1
89-97-86-403452-001-01 2111    50157.512    1
89-97-86-403452-001-01 3221  25.4135.512    1
89-97-86-403452-001-01 42221           2    1
89-97-86-403452-001-01 5221  13.5 97.91114.21
89-97-86-403452-001-01 6221   6.4 62.721  121
19-33-65-873454-001-01 121             2    1
19-33-65-873454-001-01 2111  68.7149.912    1
19-33-65-873454-001-01 3221  46.1  15612    1
19-33-65-873454-001-01 42221           2    1
19-33-65-873454-001-01 52221           2    1
19-33-65-873454-001-01 6221  20.3116.312    1
19-33-65-873454-001-01 7221  12.5 95.41115.51
19-33-65-873454-001-01 8221  10.2 73.51115.51
49-34-22-353455-001-01 121             2    1
49-34-22-353455-001-01 2111  68.7  15312    1
49-34-22-353455-001-01 3221  14.6109.712    1
49-34-22-353455-001-01 42221           1    1
16-82-72-363457-001-01 121             2    1
16-82-72-363457-001-01 2111  77.6158.912    1
16-82-72-363457-001-01 3221  12.5 94.41114.31
16-82-72-363457-001-01 4221  11.3 71.911  151
02-23-52-073461-001-01 121             2    1
02-23-52-073461-001-01 221             2    1
02-23-52-073461-001-01 321             2    1
02-23-52-073461-001-01 421             2    1
02-23-52-073461-001-01 51221           2    1
02-23-52-073461-001-01 6221  37.5  14312    1
02-23-52-073461-001-01 7221  22.2119.112    1
78-67-37-493462-001-01 121             2    1
78-67-37-493462-001-01 221             2    1
78-67-37-493462-001-01 31121           2    1
78-67-37-493462-001-01 411             2    1
86-30-64-463470-001-02 221             2    1
86-30-64-463470-001-02 4111  39.4151.512    1
86-30-64-463470-001-02 51121           2    1
86-30-64-463470-001-02 721             2    1
66-71-90-733470-001-03 121             2    1
66-71-90-733470-001-03 2111  54.7150.812    1
66-71-90-733470-001-03 3221  14.7102.51115.71
97-85-50-183471-001-01 1111  64.3  15312    1
97-85-50-183471-001-01 2111  83.6156.612    1
97-85-50-183471-001-01 321             2    1
97-85-50-183471-001-01 621             2    1
97-85-50-183471-001-01 7111  57.6155.612    1
97-85-50-183471-001-01 8221  20.8116.312    1
30-91-34-183471-001-04 121             2    1
30-91-34-183471-001-04 2111  67.1155.612    1
30-91-34-183471-001-04 3221  15.3  10611  161
30-91-34-183471-001-04 4221  11.6 85.51114.51
32-33-64-223471-001-05 121             2    1
39-05-26-853472-001-01 121             2    1
39-05-26-853472-001-01 221             2    1
39-05-26-853472-001-01 321             2    1
39-05-26-853472-001-01 42221           2    1
97-16-21-933474-001-01 121             2    1
97-16-21-933474-001-01 2111  76.1157.512    1
97-16-21-933474-001-01 31221           2    1
97-16-21-933474-001-01 42221           2    1
97-16-21-933474-001-01 52221           2    1
97-16-21-933474-001-01 6221  10.5 79.411  141
73-85-52-403476-001-02 221             2    1
73-85-52-403476-001-02 3111  72.6155.612    1
73-85-52-403476-001-02 42221           2    1
73-85-52-403476-001-02 51121           2    1
73-85-52-403476-001-02 6111  44.2  15112    1
04-68-39-663477-001-01 121             2    1
04-68-39-663477-001-01 221             2    1
04-68-39-663477-001-01 411             2    1
04-68-39-663477-001-01 721             2    1
04-68-39-663477-001-01 921             2    1
04-68-39-663477-001-011021             2    1
04-68-39-663477-001-0111111  61.9164.312    1
04-68-39-663477-001-0112111    60160.512    1
04-68-39-663477-001-01132221           1    1
04-68-39-663477-001-0114221  15.7106.411  171
25-21-14-193477-001-03 121             2    1
25-21-14-193477-001-03 2111    46152.612    1
25-21-14-193477-001-03 3221  12.5 96.911  181
25-21-14-193477-001-03 4221  12.1 89.211  171
59-20-56-743478-001-01 121             2    1
59-20-56-743478-001-01 221             2    1
47-93-53-063478-001-03 121             2    1
47-93-53-063478-001-03 2111  73.7162.412    1
47-93-53-063478-001-03 3221  28.4135.412    1
47-93-53-063478-001-03 4221  38.1141.412    1
47-93-53-063478-001-03 5221  50.9  15711  161
47-93-53-063478-001-03 6221  51.6  15812    1
70-99-48-973480-001-01 121             2    1
70-99-48-973480-001-01 2111  49.9  15312    1
70-99-48-973480-001-01 3221  42.9  16312    1
70-99-48-973480-001-01 4221  26.3135.312    1
70-99-48-973480-001-01 5221  24.3130.212    1
70-99-48-973480-001-01 6221  22.2126.612    1
70-99-48-973480-001-01 7221  17.1110.512    1
70-99-48-973480-001-01 8221  11.7   941114.51
70-99-48-973480-001-01 9221   5.8 61.52112.31
94-47-73-483489-001-01 121             2    1
94-47-73-483489-001-01 221             2    1
94-47-73-483489-001-01 521             2    1
94-47-73-483489-001-01 6111  56.8171.412    1
94-47-73-483489-001-01 7221  42.3152.112    1
94-47-73-483489-001-01 8221  15.7 98.411  161
94-47-73-483489-001-01 9221  29.2144.512    1
94-47-73-483489-001-01101222           2    1
31-48-87-393489-001-03 121             2    1
31-48-87-393489-001-03 2111  86.4157.512    1
31-48-87-393489-001-03 3111  39.9145.612    1
31-48-87-393489-001-03 4111  42.6142.512    1
40-03-22-643489-001-04 121             2    1
40-03-22-643489-001-04 2111  48.9154.212    1
40-03-22-643489-001-04 321             2    1
40-03-22-643489-001-04 4111  51.4  15512    1
40-03-22-643489-001-04 5121  39.5145.212    1
70-78-01-003490-001-01 121             2    1
70-78-01-003490-001-01 2111  69.5194.812    1
70-78-01-003490-001-01 32221           2    1
70-78-01-003490-001-01 4221    19110.412    1
70-78-01-003490-001-01 5221  16.3  1031116.61
54-87-78-293491-001-01 121             2    1
54-87-78-293491-001-01 2111    42154.812    1
54-87-78-293491-001-01 321             2    1
54-87-78-293491-001-01 4221  38.1154.512    1
54-87-78-293491-001-01 5221  18.5117.212    1
54-87-78-293491-001-01 6221    10 80.311  141
22-61-86-863492-001-01 121             2    1
22-61-86-863492-001-01 321             2    1
22-61-86-863492-001-01 421             2    1
22-61-86-863492-001-01 5221  27.3141.912    1
22-61-86-863492-001-01 6221  20.4114.512    1
22-61-86-863492-001-01 7221  42.7151.812    1
22-61-86-863492-001-01 8221  24.1120.512    1
21-49-62-633492-001-02 121             2    1
21-49-62-633492-001-02 2111  65.2154.312    1
21-49-62-633492-001-02 3221   9.7 74.921  151
15-34-03-333493-001-01 121             2    1
15-34-03-333493-001-01 3111    67156.112    1
15-34-03-333493-001-01 4111  48.9160.112    1
15-34-03-333493-001-01 5111  38.2150.212    1
15-34-03-333493-001-01 62221           2    1
15-34-03-333493-001-01 72221           1    1
15-34-03-333493-001-01 8221   7.4   5921  141
09-16-01-563494-001-01 121             2    1
09-16-01-563494-001-01 2111  42.6159.412    1
09-16-01-563494-001-01 32221           2    1
09-16-01-563494-001-01 42221           2    1
09-16-01-563494-001-01 52221           1    1
97-77-83-363495-001-01 121             2    1
97-77-83-363495-001-01 2111    90157.412    1
97-77-83-363495-001-01 3111  56.2  12912    1
97-77-83-363495-001-01 421             2    1
97-77-83-363495-001-01 51121           2    1
97-77-83-363495-001-01 6221  49.3  16612    1
97-77-83-363495-001-01 7221  25.3123.712    1
97-77-83-363495-001-01 8111  58.5156.212    1
97-77-83-363495-001-01 921             2    1
97-77-83-363495-001-0110221  18.8  11312    1
97-77-83-363495-001-0111221  11.2 88.21115.81
73-75-10-153495-001-03 321             2    1
73-75-10-153495-001-0311111  50.5153.212    1
73-75-10-153495-001-0312221  12.4 96.51114.91
73-75-10-153495-001-0313221   7.4 71.21112.51
57-73-74-663496-001-01 121             2    1
57-73-74-663496-001-01 5111  90.7161.212    1
57-73-74-663496-001-01 62221           1    1
57-73-74-663496-001-01 7221  15.4 92.411  171
57-73-74-663496-001-01 8221   6.8 63.22113.51
91-44-84-623496-001-02 121             2    1
91-44-84-623496-001-02 2111 112.9155.512    1
91-44-84-623496-001-02 32221           2    1
91-44-84-623496-001-02 4221    33135.512    1
96-72-21-063508-001-01 121             2    1
96-72-21-063508-001-01 2111 104.1165.412    1
96-72-21-063508-001-01 321             2    1
96-72-21-063508-001-01 41121           2    1
96-72-21-063508-001-01 521             2    1
96-72-21-063508-001-01 6111  56.3156.412    1
96-72-21-063508-001-01 722             2    1
96-72-21-063508-001-01 8221  23.8125.812    1
96-72-21-063508-001-01 91121           2    1
96-72-21-063508-001-011021             2    1
72-05-89-273510-001-01 1111 110.7162.312    1
72-05-89-273510-001-01 22221           2    1
72-05-89-273510-001-01 321             2    1
56-39-47-013511-001-02 121             2    1
56-39-47-013511-001-02 2111  49.2  15212    1
56-39-47-013511-001-02 3221  27.4130.812    1
56-39-47-013511-001-02 4221  25.3123.412    1
34-32-25-053512-001-01 121             2    1
34-32-25-053512-001-01 2111  59.1147.112    1
34-32-25-053512-001-01 321             2    1
34-32-25-053512-001-01 4221    37139.612    1
34-32-25-053512-001-01 52221           2    1
34-32-25-053512-001-01 621             2    1
15-04-32-363513-001-01 121             2    1
15-04-32-363513-001-01 211             2    1
15-04-32-363513-001-01 411             2    1
15-04-32-363513-001-01 521             2    1
15-04-32-363513-001-01 821             2    1
15-04-32-363513-001-01 921             2    1
15-04-32-363513-001-011022             2    1
15-04-32-363513-001-0111221  34.2144.312    1
15-04-32-363513-001-0112221  25.4130.212    1
15-04-32-363513-001-0113221  19.6117.512    1
15-04-32-363513-001-01142221           2    1
15-04-32-363513-001-0115111  42.8  15612    1
69-45-07-553515-001-01 121             2    1
69-45-07-553515-001-01 221             2    1
69-45-07-553515-001-01 3111  46.7153.112    1
69-45-07-553515-001-01 41121           2    1
69-45-07-553515-001-01 521             2    1
08-01-09-663527-001-01 121             2    1
08-01-09-663527-001-01 3221  35.2  15012    1
08-01-09-663527-001-01 4221  22.2  12412    1
08-01-09-663527-001-01 5111  56.9157.912    1
22-14-22-013528-001-01 121             2    1
22-14-22-013528-001-01 2111  39.3153.512    1
22-14-22-013528-001-01 41121           2    1
22-14-22-013528-001-01 521             2    1
70-97-47-263530-001-01 121             2    1
70-97-47-263530-001-01 2111  58.2166.512    1
70-97-47-263530-001-01 3221  25.4135.612    1
70-97-47-263530-001-01 4221  19.6125.412    1
70-97-47-263530-001-01 5221  23.3122.512    1
70-97-47-263530-001-01 6221  15.9105.61116.81
70-97-47-263530-001-01 7221  11.3 88.81114.31
01-24-87-903531-001-02 21121           2    1
01-24-87-903531-001-02 6111  51.1157.512    1
01-24-87-903531-001-02 721             2    1
01-24-87-903531-001-02 9221    28132.512    1
01-24-87-903531-001-021022             2    1
01-24-87-903531-001-02112221           2    1
01-24-87-903531-001-0213221    17107.611    1
01-24-87-903531-001-0214221  12.1 86.51115.71
04-20-49-833531-001-03 121             2    1
04-20-49-833531-001-03 2111  57.5  15112    1
04-20-49-833531-001-03 3111  58.8155.112    1
04-20-49-833531-001-03 4221  18.2  11412    1
04-20-49-833531-001-03 5221  12.6 86.41115.61
04-20-49-833531-001-03 6221   7.9 64.61114.21
40-81-52-803532-001-01 121             2    1
40-81-52-803532-001-01 2111  54.6  15912    1
40-81-52-803532-001-01 321             2    1
40-81-52-803532-001-01 4221  54.5160.412    1
40-81-52-803532-001-01 5221  30.5136.112    1
40-81-52-803532-001-01 6221  27.8136.512    1
40-81-52-803532-001-01 7221  22.5123.212    1
40-81-52-803532-001-01 8221  19.6  12512    1
40-81-52-803532-001-01 9221  18.1  11412    1
40-81-52-803532-001-0110221  16.2111.41114.81
40-81-52-803532-001-0111221   5.4   561112.51
82-29-39-773533-001-01 121             2    1
82-29-39-773533-001-01 2111    76  15712    1
82-29-39-773533-001-01 421             2    1
82-29-39-773533-001-01 5221    45  14512    1
82-29-39-773533-001-01 8221  21.5  12712    1
82-29-39-773533-001-01 92221           1    1
83-00-71-983534-001-01 121             2    1
83-00-71-983534-001-01 321             2    1
41-84-61-733538-001-01 1111  82.1159.512    1
41-84-61-733538-001-01 21121           2    1
41-84-61-733538-001-01 3221    50157.812    1
41-84-61-733538-001-01 4221  49.7157.212    1
41-84-61-733538-001-01 5221  15.4100.412    1
96-22-91-013546-001-01 121             2    1
96-22-91-013546-001-01 221             2    1
96-22-91-013546-001-01 321             2    1
22-22-56-753547-001-01 121             2    1
22-22-56-753547-001-01 2111  82.3160.512    1
22-22-56-753547-001-01 3221  47.7157.612    1
22-22-56-753547-001-01 5221   9.2 80.51113.31
22-22-56-753547-001-01 62221           2    1
22-22-56-753547-001-01 7221  47.6143.312    1
22-22-56-753547-001-01 8221  20.8124.612    1
01-55-74-143547-001-08 121             2    1
01-55-74-143547-001-08 2111  93.8  15812    1
01-55-74-143547-001-08 31121           2    1
01-55-74-143547-001-08 422             2    1
01-55-74-143547-001-08 52221           2    1
09-84-62-493548-001-01 121             2    1
09-84-62-493548-001-01 2111  65.8152.512    1
09-84-62-493548-001-01 3221  37.4  15012    1
09-84-62-493548-001-01 421             2    1
89-52-85-323548-001-03 321             2    1
89-52-85-323548-001-03 4111  69.5152.812    1
89-52-85-323548-001-03 521             2    1
19-39-89-593549-001-01 121             2    1
19-39-89-593549-001-01 221             2    1
19-39-89-593549-001-01 321             2    1
19-39-89-593549-001-01 5111  51.5155.612    1
19-39-89-593549-001-01 62221           2    1
19-39-89-593549-001-01 71121           2    1
19-39-89-593549-001-01 8221  11.1 80.911  161
25-94-25-923549-001-04 121             2    1
25-94-25-923549-001-04 21121           2    1
28-81-38-503552-001-02 221             2    1
28-81-38-503552-001-02 321             2    1
28-81-38-503552-001-02 421             2    1
28-81-38-503552-001-02 521             2    1
28-81-38-503552-001-02 621             2    1
28-81-38-503552-001-02 7111  86.4157.912    1
28-81-38-503552-001-02 821             2    1
28-81-38-503552-001-02 9221  38.4137.712    1
28-81-38-503552-001-0210221  32.1124.312    1
28-81-38-503552-001-0211221  13.8 91.61114.81
28-81-38-503552-001-0212221  11.9 93.81113.91
28-81-38-503552-001-02131121           2    1
28-81-38-503552-001-02142221           1    1
88-09-47-103553-001-01 121             2    1
88-09-47-103553-001-01 221             2    1
88-09-47-103553-001-01 5111  60.8161.512    1
88-09-47-103553-001-01 61121           2    1
88-09-47-103553-001-01 721             2    1
88-09-47-103553-001-01 822             2    1
88-09-47-103553-001-01 9221  20.6  12212    1
88-09-47-103553-001-0110221  19.7121.612    1
88-09-47-103553-001-0111221  14.3107.111    1
74-75-91-793553-001-03 121             2    1
74-75-91-793553-001-03 2111 102.5165.612    1
74-75-91-793553-001-03 3221   6.7 61.61113.41
34-93-30-453553-001-04 121             2    1
34-93-30-453553-001-04 2111  91.3167.412    1
34-93-30-453553-001-04 3221     9 75.11113.91
35-66-97-363565-001-01 121             2    1
35-66-97-363565-001-01 21121           2    1
35-66-97-363565-001-01 32221           2    1
35-66-97-363565-001-01 42221           2    1
35-66-97-363565-001-01 52221           2    1
50-81-62-943566-001-02 221             2    1
50-81-62-943566-001-02 321             2    1
50-81-62-943566-001-02 521             2    1
50-81-62-943566-001-02 621             2    1
50-81-62-943566-001-02 721             2    1
50-81-62-943566-001-02 821             2    1
50-81-62-943566-001-02 91121           2    1
46-98-94-173566-001-03 121             2    1
46-98-94-173566-001-03 2111  56.5156.312    1
46-98-94-173566-001-03 3221  11.2 70.61113.51
46-98-94-173566-001-03 4221  12.8 86.71114.21
58-65-61-503567-001-01 121             2    1
58-65-61-503567-001-01 21121           2    1
58-65-61-503567-001-01 32221           2    1
47-40-39-243568-001-01 121             2    1
47-40-39-243568-001-01 521             2    1
28-99-71-413568-001-02 121             2    1
28-99-71-413568-001-02 2111  91.8  16712    1
28-99-71-413568-001-02 32221           2    1
28-99-71-413568-001-02 421             2    1
14-42-12-253569-001-01 121             2    1
14-42-12-253569-001-01 2111  54.3156.812    1
14-42-12-253569-001-01 32221           2    1
14-42-12-253569-001-01 42221           2    1
14-42-12-253569-001-01 511             2    1
