39-26-37-981000-001-011000-0012.                                                  1
04-06-65-041000-001-021000-0012.                                                  1
97-90-78-651000-001-031000-0012.                                                  1
69-87-77-121000-001-061000-0012.                                                  1
48-07-72-071001-001-011001-0012.                                                  1
87-35-70-531002-001-011002-0012.                                                  1
90-92-88-291003-001-011003-0012.                                                  1
16-34-22-801005-001-011005-0012.                                                  1
66-03-93-271006-001-011006-0012.                                                  1
71-71-16-361006-001-031006-0012.                                                  1
93-03-21-311006-001-041006-0012.                                                  1
64-95-83-641006-001-051006-0012.                                                  1
54-26-09-511007-001-011007-0012.                                                  1
91-42-46-841009-001-011009-0011D1**CONFIDENTIAL** 32  11  0 1  2  1   7112        1
34-08-29-971019-001-011019-0012.                                                  1
25-94-08-501020-001-011020-0012.                                                  1
42-43-09-211021-001-011021-0012.                                                  1
88-63-59-871022-001-011022-0012.                                                  1
67-34-56-151023-001-011023-0012.                                                  1
61-09-84-511024-001-011024-0012.                                                  1
49-38-79-421025-001-021025-0011D1**CONFIDENTIAL** 21 111 55   52 25   2212        1
36-53-30-051038-001-021038-0012.                                                  1
06-31-99-331039-001-011039-0012.                                                  1
98-68-74-001041-001-011041-0012.                                                  1
86-53-32-921042-001-011042-0012.                                                  1
59-59-99-491042-001-021042-0012.                                                  1
68-38-43-941043-001-011043-0012.                                                  1
51-52-11-491044-001-011044-0012.                                                  1
36-76-76-331045-001-011045-0012.                                                  1
68-51-31-951058-001-011058-0012.                                                  1
71-14-80-871059-001-011059-0011D1**CONFIDENTIAL**101  22 69   12 24   4412        1
79-06-68-491059-001-031059-0012.                                                  1
71-40-42-061059-001-061059-0012.                                                  1
27-54-41-371060-001-011060-0012.                                                  1
50-50-37-471061-001-031061-0012.                                                  1
25-09-89-031062-001-011062-0012.                                                  1
21-11-75-861063-001-011063-0012.                                                  1
63-59-38-211064-001-011064-0012.                                                  1
51-70-28-891076-001-011076-0012.                                                  1
45-88-08-271077-001-011077-0011D1**CONFIDENTIAL** 21 222 39   12 27   1112        1
83-42-33-561078-001-011078-0012.                                                  1
51-38-42-661079-001-011079-0012.                                                  1
70-13-86-621080-001-011080-0012.                                                  1
15-64-51-681081-001-011081-0012.                                                  1
40-74-76-771082-001-011082-0012.                                                  1
71-92-06-801083-001-011083-0012.                                                  1
91-21-42-141095-001-011095-0012.                                                  1
33-55-42-431096-001-011096-0012.                                                  1
38-42-24-051096-001-031096-0012.                                                  1
13-90-80-111097-001-011097-0012.                                                  1
84-61-10-621097-001-021097-0012.                                                  1
74-62-00-181097-001-041097-0011D1**CONFIDENTIAL** 32  12  0 1  2 23   1132        1
12-20-57-631098-001-011098-0012.                                                  1
35-42-42-501099-001-011099-0012.                                                  1
42-46-16-511100-001-011100-0012.                                                  1
19-26-42-801102-001-011102-0012.                                                  1
86-26-96-591114-001-011114-0012.                                                  1
02-37-07-591114-001-021114-0012.                                                  1
66-86-03-221116-001-011116-0012.                                                  1
93-26-69-751118-001-011118-0011D1**CONFIDENTIAL**101 322 93  102 34   2412        1
90-93-28-881119-001-021119-0011D1**CONFIDENTIAL** 71 121 65  142 27  11112        1
88-29-40-911120-001-021120-0012.                                                  1
45-81-76-581122-001-021122-0012.                                                  1
08-25-45-411134-001-011134-0011D1**CONFIDENTIAL** 31  21 31   72 23   1212        1
43-81-40-331134-001-031134-0011D1**CONFIDENTIAL** 51 421 31   72 23   2212        1
69-30-97-631135-001-011135-0012.                                                  1
54-29-44-611140-001-011140-0012.                                                  1
11-40-59-091140-001-031140-0012.                                                  1
39-14-27-761142-001-011142-0012.                                                  1
31-67-12-821152-001-011152-0011D1**CONFIDENTIAL** 21  21 48  102 28   6332        1
13-35-77-181154-001-011154-0012.                                                  1
31-48-95-021155-001-011155-0012.                                                  1
84-59-93-681158-001-011158-0012.                                                  1
11-98-95-751158-001-021158-0012.                                                  1
39-24-29-811159-001-011159-0012.                                                  1
25-97-26-141162-001-011162-0012.                                                  1
39-23-26-661171-001-011171-0012.                                                  1
33-16-62-691172-001-031172-0012.                                                  1
05-00-83-241173-001-011173-0012.                                                  1
82-77-98-121174-001-011174-0012.                                                  1
53-94-37-891177-001-011177-0012.                                                  1
62-86-62-481177-001-031177-0012.                                                  1
72-14-75-361179-001-011179-0012.                                                  1
34-57-74-201179-001-021179-0012.                                                  1
93-52-49-511179-001-061179-0012.                                                  1
63-91-22-931191-001-011191-0012.                                                  1
60-74-37-271192-001-011192-0012.                                                  1
09-26-67-921193-001-011193-0012.                                                  1
94-86-36-141194-001-011194-0012.                                                  1
25-38-03-951194-001-041194-0012.                                                  1
95-69-66-001195-001-011195-0012.                                                  1
19-34-39-641196-001-011196-0012.                                                  1
68-30-00-361196-001-041196-0012.                                                  1
02-54-47-041198-001-011198-0012.                                                  1
58-10-14-501201-001-011201-0012.                                                  1
12-73-25-801209-001-011209-0012.                                                  1
20-96-63-721210-001-011210-0012.                                                  1
29-54-32-181212-001-011212-0012.                                                  1
17-51-90-931213-001-011213-0012.                                                  1
37-86-94-041215-001-011215-0012.                                                  1
23-14-85-731217-001-011217-0012.                                                  1
41-93-84-741229-001-011229-0012.                                                  1
40-87-17-221230-001-011230-0012.                                                  1
85-07-13-311232-001-011232-0012.                                                  1
32-06-62-051232-001-031232-0012.                                                  1
75-03-14-991232-001-041232-0012.                                                  1
59-82-97-201233-001-011233-0012.                                                  1
61-64-62-241235-001-021235-0011D1**CONFIDENTIAL** 21  11 47  102 34   6312        1
40-53-63-541236-001-011236-0012.                                                  1
32-46-17-361236-001-041236-0012.                                                  1
34-83-68-871239-001-011239-0012.                                                  1
44-29-24-031239-001-021239-0012.                                                  1
95-72-84-201247-001-011247-0012.                                                  1
42-14-42-961248-001-011248-0012.                                                  1
23-68-93-721249-001-011249-0012.                                                  1
