45-88-08-271077-001-01 72                              
83-42-33-561078-001-01 112 22   2  2    2   2  2   2   
83-42-33-561078-001-01 211  2   2  2    2   2  1  71  6
83-42-33-561078-001-01 311  2   2  2    2   2  1  22   
83-42-33-561078-001-01 411  2   2  2    2   2  1  31  4
83-42-33-561078-001-01 512 22   2  2    2   2  1 251  3
83-42-33-561078-001-01 612 22   2  2    2   2  2   2   
83-42-33-561078-001-01 72                              
51-38-42-661079-001-01 111  2   2  2    2   2  1  22   
51-38-42-661079-001-01 211  2   2  1   12   2  1  41 14
51-38-42-661079-001-01 311  2   2  2    2   2  1  12   
51-38-42-661079-001-01 412 12   2  2    2   2  2   2   
51-38-42-661079-001-01 512 22   2  2    2   2  2   2   
51-38-42-661079-001-01 611  2   2  2    1  12  1  32   
51-38-42-661079-001-01 712 12   2  2    2   2  2   2   
70-13-86-621080-001-01 112 22   2  2    2   2  2   2   
70-13-86-621080-001-01 211  2   2  2    2   2  1  42   
70-13-86-621080-001-01 312 22   2  2    2   2  1  22   
70-13-86-621080-001-01 412 22   2  2    2   2  1  22   
70-13-86-621080-001-01 512 22   2  2    2   2  1  22   
70-13-86-621080-001-01 62                              
70-13-86-621080-001-01 72                              
15-64-51-681081-001-01 112 32   2  2    2   2  2   2   
15-64-51-681081-001-01 211  2   2  2    2   2  1  42   
15-64-51-681081-001-01 312 22   2  2    2   2  1  12   
15-64-51-681081-001-01 412 22   2  2    2   2  2   2   
15-64-51-681081-001-01 52                              
40-74-76-771082-001-01 111  2   2  2    2   2  2   2   
40-74-76-771082-001-01 211  2   2  2    2   2  1  31  2
40-74-76-771082-001-01 411  2   2  2    2   2  1 102   
71-92-06-801083-001-01 111  2   2  2    2   2  2   2   
71-92-06-801083-001-01 211  2   2  2    2   2  1  72   
71-92-06-801083-001-01 411  2   2  2    2   2  2   2   
71-92-06-801083-001-01 52                              
91-21-42-141095-001-01 111  2   2  2    1  42  1  21  6
91-21-42-141095-001-01 212 12   2  2    1  42  2   2   
91-21-42-141095-001-01 312 12   2  2    2   2  2   2   
91-21-42-141095-001-01 412 12   2  2    2   2  1  21  3
91-21-42-141095-001-01 512 12   2  2    2   2  2   2   
91-21-42-141095-001-01 62                              
33-55-42-431096-001-01 112 22   2  2    2   2  2   2   
33-55-42-431096-001-01 211  1  12  1   12   2  1  11  1
33-55-42-431096-001-01 512 22   2  2    2   2  1  12   
33-55-42-431096-001-01 612 22   2  2    2   2  1  12   
33-55-42-431096-001-01 712 22   2  2    2   2  2   2   
33-55-42-431096-001-01 82                              
33-55-42-431096-001-01 92                              
38-42-24-051096-001-03 111  2   2  2    2   2  2   2   
38-42-24-051096-001-03 211  2   2  2    2   2  1  12   
38-42-24-051096-001-03 32                              
13-90-80-111097-001-01 111  2   2  1  121  42  1 141 12
13-90-80-111097-001-01 311  2   2  2    2   2  2   2   
13-90-80-111097-001-01 512 32   2  2    2   2  2   2   
13-90-80-111097-001-01 612 32   2  2    2   2  2   2   
13-90-80-111097-001-01 712 32   2  2    2   2  2   2   
13-90-80-111097-001-01 812 32   2  2    2   2  2   2   
13-90-80-111097-001-01 912 32   2  2    2   2  2   2   
13-90-80-111097-001-011012 32   2  2    2   2  2   2   
13-90-80-111097-001-01112                              
84-61-10-621097-001-02 111  2   2  2    2   2  2   2   
84-61-10-621097-001-02 211  2   2  2    2   2  1 561 20
84-61-10-621097-001-02 32                              
74-62-00-181097-001-04 111  2   2  2    2   2  2   2   
74-62-00-181097-001-04 211  2   2  2    1  32  1  31  1
12-20-57-631098-001-01 111  2   2  2    2   2  1  81 24
12-20-57-631098-001-01 212 12   2  2    2   2  2   2   
12-20-57-631098-001-01 312 12   2  2    2   2  2   2   
12-20-57-631098-001-01 412 12   2  2    2   2  2   2   
12-20-57-631098-001-01 512 12   2  2    2   2  2   2   
12-20-57-631098-001-01 62                              
12-20-57-631098-001-01 72                              
35-42-42-501099-001-01 111  2   2  2    1  42  1  71 14
35-42-42-501099-001-01 212 12   2  2    2   2  2   2   
35-42-42-501099-001-01 32                              
35-42-42-501099-001-01 42                              
42-46-16-511100-001-01 111  2   2  2    2   2  1  22   
42-46-16-511100-001-01 212 12   2  2    2   2  2   2   
42-46-16-511100-001-01 312 12   2  2    2   2  1  12   
42-46-16-511100-001-01 412 12   2  2    2   2  2   2   
