73-23-23-021501-001-0422212221211222221 5 7       0       0       0   119    2020   2
97-18-17-721514-001-0122122271212122221 6         0       0  120000   2          1  2
52-81-86-841515-001-0122112221222222221 5         0       0       0   2          1  2
16-62-97-481517-001-0122212272212222223 6    360000       0  480000   2          1  2
87-62-23-151518-001-0112212211211112221 5         0       0       0   125    2017   1
35-70-97-651519-001-0112112272212222223 6         0       0       0   116    2016   2
83-51-04-001519-001-0312122212221222224 5 6       0       0       0   2          1  2
75-89-71-141520-001-0122212221211122221 5         0       0       0   2          31 2
35-77-45-511520-001-0512112221211221221 6         0       0       0   1 817  2014   2
79-19-49-951532-001-0122122272221212224 5         0       0       0   2          1  2
63-60-11-251533-001-01221122522112121 4 5 6 1080000       0  200000   11516  2015   2
91-84-66-991534-001-0122122252221122225 6   1080000       0       0   2          1  2
30-18-08-811536-001-0112122271211122227 5 6       0       0       0   2          1  2
45-99-00-521537-001-0122212222211222223 6         0       0       0   116    2014   2
83-09-40-731538-001-01221122122122121 3 5 6       0       0       0   1 8    2019   2
39-60-11-461539-001-011212227  11     3 5         0       0       0   2          1  2
88-91-41-191541-001-0122212221111222221 5         0       0       0   2          1  2
00-33-05-951551-001-012212227  22     4 5         0       0       0   116    2019   2
35-10-30-261552-001-0122212271211212223 6         0       0       0   2          1  2
71-54-30-181553-001-012221227222211222510         0 1200000   30000   117    2000   2
87-34-09-051553-001-0322112121211112225 5 6       0       0       0   2          1  2
18-78-78-831554-001-0122212111111111211 6         0       0       0   2          1  2
10-18-49-751554-001-0222112221211212224 5         0       0       0   2          31 1
72-28-96-801555-001-0112112221211222221 6         0       0       0   11422  2008   2
98-95-18-171556-001-0112112241211111227 5         0       0       0   2          1  2
87-14-18-771557-001-0112112171111222224 6         0       0       0   2          1  1
34-04-58-101557-001-0312212241211122224 6         0       0       0   2          1  1
69-89-44-821557-001-0722112272 22     1 6         0       0       0   1 3    2020   2
07-54-14-551559-001-0112212222211222223 6         0       0       0   2          1  2
13-93-41-981571-001-01222222            5         0       0       0   2          1  1
47-27-91-781572-001-0112122121111122123 7         011760000 5000000   1 4 8191990   2
04-70-10-371572-001-0412222111211112226 5         0       0 3000000   1 8    2012   1
28-18-07-541573-001-0112212242211222223 5 6 2640000       0       0   1 2    2021   2
03-53-76-341573-001-0222112222211222224 6         0       0       0   2          1  2
41-70-42-111575-001-0222212272221222224 5         0       0       0   2          1632
61-35-20-591575-001-03222222            6         0       0       0   2          1  2
23-80-89-131576-001-0212222171211222224 5 6       0       0       0   2          1  2
03-31-03-151589-001-0122212272221221224 5         0       0       0   2          1  2
62-89-22-611589-001-0222112171211122221 5         0       0       0   2          1  2
15-24-38-601590-001-0122112221211212223 5    180000       0       0   116    2013   2
51-16-39-431591-001-0122112241111222221 5         0       0       0   1 8    2019   2
16-12-17-411591-001-0222112221211222224 5         0       0       0   2          1  2
72-09-12-511592-001-0122212171211222221 5 6       0       0       0   116    2009   2
05-96-73-801593-001-0122122121211222224 4         0       0       0   2          1  2
26-44-95-551594-001-0122112272211222223 5         0       0       0   1 3    2017   2
39-36-00-001595-001-01222222            6         0       0       0   2          1  2
00-17-71-971596-001-0112122231111112221 510       0 1600000       0   1 816  2003   2
66-25-05-141611-001-0122212271222222221 5 6       0       0       0   2          1  2
01-51-13-551612-001-0112112241111222221 6         0       0       0   2          1  2
96-96-70-931613-001-0122121171211222224 5 8       0       0       0   2          1  1
26-30-52-401614-001-0122112222221222224 6         0       0       0   2          1  2
98-32-71-451615-001-0122112222211222224 5 8       0       0       0   2          1  2
06-69-71-091627-001-0122122241211222224 5    720000       0       0   2          1  2
80-82-72-861628-001-0112112121211222124 5 6       0       0       0   1 817  2016   2
88-52-08-791629-001-01222222            5 6       0       0       0   2          1  2
88-32-79-591632-001-0122112272212222223 6         0       0       0   2          1  2
73-64-90-481633-001-0122112272211122224 5         0       0       0   2          1  2
74-16-11-301633-001-0422112241211221224 5 6  480000       0       0   2          3  2
55-83-58-891635-001-0112112172221222224 5 8       0       0       0   2          1  2
98-14-57-111638-001-0122112221221212224 5         0       0       0   116    2020   1
34-42-45-691646-001-0122112221211222221 7    450000       0       0   2          1  2
85-27-27-291648-001-0122112221222222221 7   1800000       0       0   2          1  2
14-72-45-211649-001-0122112272221212224 5     30000       0       0   2          1  2
11-50-31-531651-001-0112112221111122221 5         0       0       0   2          1  2
95-26-54-251652-001-0112212241211122223 6         0       0       0   116    2017   2
21-96-86-151654-001-0122112272212222224 6         0       0       0   125    2017   2
26-08-75-881665-001-0112112242222122225 5         0       0  200000   2          1  2
54-12-93-501666-001-0122212272212222223 6         0       0       0   2          1  2
76-88-68-321667-001-0122112272211122225 6         0       0       0   2          1  2
72-28-12-361669-001-0212112242211222223 5         0       0       0   1 9    2019   2
20-90-59-331671-001-0122212272211122223 5 6       0       0       0   2          1322
24-16-35-081673-001-0122112272211222224 5 6       0       0       0   2          1  2
61-09-26-351685-001-0112212222211222224 5 8       0       0       0   116    2005   1
97-61-48-511687-001-012221223121121222610         0       0  960000   2          1  2
63-71-40-361691-001-0112212272211222223 5 6       0       0       0   2          1  2
73-26-21-871693-001-0122122272221222224 5         0       0       0   2          1  2
50-82-98-181703-001-0122112221222122125 5 6       0       0       0   11617  2011   2
87-18-56-321704-001-0322112221221222221 6         0       0       0   1 8    2020   1
92-25-23-251704-001-0522122142121222224 5 6       0       0       0   2          1  1
14-59-55-561704-001-0722112242221222224 5         0       0       0   2          1  2
22-38-66-351705-001-0122122271211222221 1 6       0       0       0   2          1  2
04-99-54-691706-001-0112112211111122224 5         0       0       0   110    2019   2
59-65-56-211707-001-0122122242211222224 7         0       0       0   2          1  2
00-51-38-891708-001-0112122231211222221 5    720000       0       0   2          1  2
54-40-29-581708-001-0322112231111122221 6         0       0       0   121    2020   2
36-06-21-601708-001-0722122272212222223 1 6       0       0       0   116    2021   2
97-86-60-251709-001-0122122221111222221 6         0       0       0   116    2008   2
65-68-67-711710-001-01222222           10         0       0       0   2          1  1
43-48-45-111723-001-0222212272221222224 5         0       0       0   2          1  2
90-01-70-151723-001-0322112142221222224 4 6       0       0       0   2          1  2
97-52-70-391724-001-0112122231221222224 6         0       0       0   2          1  2
63-97-16-081725-001-0122112272211222224 6         0       0       0   2          1  2
42-24-69-581725-001-0222112271212222223 5         0       0       0   2          1  1
87-38-94-621728-001-0112112221221222224 8         0       0       0   116    2001   2
15-71-81-761728-001-0312222271111122221 6         0       0       0   2          1  2
87-95-82-401729-001-0122112221211122223 5   1440000       0       0   1 816191994   2
01-40-17-061729-001-0622212222211212223 6         0       0       0   2          1  1
34-52-96-161732-001-01222222            5 6       0       0       0   110    2015   2
54-10-69-381733-001-0112112221211211223 5 6  300000       0       0   2          1  2
58-45-88-021741-001-0122212211211112221 6 7 5000000       0       0   1 816  2006   2
25-26-68-891743-001-0112122272221212224 5 6       0       0       0   117    2015   2
51-51-72-361744-001-0122222172221222224 4 6       0       0       0   2          1  2
30-07-10-441744-001-0222212212211222224 6         0       0       0   2          1  2
15-97-35-811745-001-0122212241211222221 1         0       0 1920000   2          1  2
60-65-34-171746-001-0122122271211222224 6         0       0       0   2          1  2
72-97-97-221747-001-0112112221221222224 5         0       0       0   1 8    2019   1
86-05-00-661748-001-0122212272211222223 5 6       0       0       0   2          1  1
14-29-46-331749-001-0122112242211222223 7         0       0       0   2          1  2
48-16-61-091761-001-0122212252221222224 4    300000       0       0   2          1  2
67-44-06-401762-001-0112222272211222226 5         0       0       0   2          1  2
16-26-02-491762-001-0222212271211211225 6         0       0       0   116    2019   1
10-30-06-051763-001-0122112252221122224 5         0       0       0   2          1  2
99-84-02-401764-001-0122112271211222223 5 6       0       0       0   2          1  2
46-39-86-171765-001-0122122272111222223 4 6       0       0       0   2          1  2
21-73-83-461765-001-0422122241111222223 5         0       0       0   2          1  2
88-80-90-941766-001-0122122212211222224 5         0       0       0   1 8    2018   2
17-64-18-791768-001-0122122272221222224 1         0       0       0   2          1  2
75-16-84-461768-001-0222222152221222224 6         0       0       0   2          1  2
17-21-12-031768-001-032212212222122222410         0       0       0   2          1  2
13-54-21-211768-001-0422212272211122223 6         0       0       0   1 8    2017   2
20-88-24-581771-001-0112112272221222224 5         0       0 10000001  1 8    2004   2
76-34-61-711779-001-0122212221221222221 1 8       0       0       0   2          1  1
97-53-95-821780-001-0122122231212222223 1         0       0       0   2          5  2
41-24-27-931781-001-0122122272221222224 1 5       0       0       0   2          1  2
00-71-13-591782-001-03222222            1 6       0       0       0   2          1  2
70-69-92-641783-001-0122122172221222224 1 2       0       0       0   2          1  2
94-30-16-271784-001-01222222            2 5       0       0       0   2          1  2
41-06-14-611784-001-0222222141211122225 5         0       0       0   2          1  2
31-80-34-981785-001-02222222            1 4       0       0       0   2          1  1
11-59-35-061785-001-0322212172221222224 1 6       0       0       0   2          1  2
36-49-19-371786-001-0122122231211222223 1 5       0       0       0   2          1  2
61-05-13-101798-001-01222222            1         0       0       0   2          1  2
06-52-02-391798-001-0422112272222122225 5 6       0       0       0   2          1  2
03-94-16-921799-001-0112222271212222223 1 6       0       0       0   2          1  2
96-34-88-551800-001-0112222172212222223 1 6       0       0       0   2          1  2
55-36-84-451801-001-01222222            6         0       0  650000   2          1  2
42-29-89-481801-001-0422121231212222221 6         0       0  150000   2          1  2
76-08-90-561802-001-0122122262221222224 1    100000       0       0   2          1  2
77-41-25-131802-001-0322112121111111213 6         0       0       0   2          6  1
49-72-45-381802-001-0422122171211221224 5 6       0       0       0   2          1  2
20-12-62-771803-001-0122122271222212226 1         0       0       0   2          1  2
11-69-14-701804-001-01222222            1 6       0       0       0   2          15 2
58-47-83-551805-001-01222222            1 6       0       0       0   2          1  1
85-44-11-251817-001-0122212241221122224 8         0       0       0   2          1  1
81-90-37-011818-001-01222222            6         0       0       0   116    2001   1
25-66-00-971818-001-0212212271211212223 5         0       0       0   116    2017   2
12-06-08-321818-001-0312112272211222224 6         0       0       0   2          1  2
59-79-79-571819-001-0112212241211122223 6         0       0       0   116    2011   2
03-14-29-971820-001-0112212271111222221 5         0 5280000       0   11619  1997   2
95-67-04-511821-001-0122212221211222224 5         0       0       0   116    2021   1
39-74-78-711822-001-0112212241211122225 5         0       0       0   2          1  2
16-14-26-961823-001-0122112232111212224 5 8       0       0       0   2          1  2
84-22-30-571823-001-0212122221111122225 5         0       0       0   1 8    2015   2
58-53-03-881824-001-0112212241111111221 6         0       0       0   2          1  2
37-48-48-041836-001-01222222            6         0       0       0   2          15 2
93-76-89-481837-001-01222222            1         0       0       0   2          1  2
70-84-46-341838-001-0122222111222222221 4 5       0       0       0   2          1  2
26-76-44-681839-001-01222222            5 6       0       0       0   2          1  2
65-72-55-001840-001-01222222            1 5       0       0       0   2          15 2
99-71-08-471840-001-03222222            5 6       0       0       0   2          1  2
49-42-19-851841-001-01222222            1         0       0       0   2          15 2
31-86-83-671842-001-01222222            1         0       0       0   2          15 2
49-86-16-681843-001-0122122242221222224 5         0       0       0   2          1  1
88-36-35-511843-001-03222222            6         0       0       0   2          1  2
86-98-06-331856-001-01222222            1 8       0       0       0   2          1  1
88-48-03-011856-001-042212224   2     4 1         0       0       0   2          1  2
58-38-27-141857-001-0122112272211122224 1    340000       0       0   2          1  2
07-82-76-341857-001-02222222            110       0       0       0   2          15 2
66-14-13-151858-001-0122122271211222221 1 6       0       0       0   2          1  2
59-46-78-801858-001-08222222            810       0       0   60000   2          1  1
36-33-35-191858-001-0922112272211222224 1 8       0       0       0   2          1  1
70-07-82-731859-001-0122122211        1 4 5       0       0       0   2          1  2
15-25-86-881860-001-0122122211222222221 1         0       0       0   2          1  2
93-67-94-861860-001-03  1   21 11     3 1         0       0   400001  2          21 2
39-53-93-811861-001-01222222            1         0       0       0   2          1  2
25-77-45-141862-001-0112222221211221221 1 5       0       0       0   2          15 2
33-06-24-681874-001-0112222272221222224 2 6       0       0       0   2          1  2
32-28-64-631875-001-0112122242211212228 1 9    3000       0       0   2          1  2
58-08-38-131875-001-0312222272211221226 1 6       0       0       0   2          1  2
62-29-93-461875-001-0712222272211222224 1 6       0       0       0   2          1  2
15-55-16-651876-001-0212122241221222221 6 9       0       0       0   2          1  2
71-47-50-921876-001-0412222271221222224 6 9       0       0       0   2          1  2
41-83-97-521877-001-0212122272211212223 1 7       0 1800000       0   119    2016   2
14-35-65-811877-001-0412222272212222224 1 9       0       0       0   2          1  2
69-30-51-521879-001-01222222            1 9       0       0       0   2          1  2
82-46-52-411880-001-0112222271211122224 9         0       0       0   2          1  2
08-43-62-701893-001-0112222272211212224 5         0       0       0   2          1  2
79-60-26-091896-001-0112222272211222224 5         0       0       0   1 8    2017   1
80-45-22-221896-001-0312112241211212221 6         0       0       0   1 816  2016   2
79-78-18-791897-001-0112222241211222221 6         0       0       0   2          1  2
30-76-58-551898-001-0112222272211212224 5         0       0       0   116    2012   2
25-09-93-321898-001-0312112271211221227 6         0       0       0   1 8    2020   2
38-18-35-021899-001-0212222272221222127 8         0       0       0   2          1  1
19-54-33-721902-001-0112222272212222223 1 7  360000       0       0   2          1  2
18-03-93-661913-001-0112122121111122223 6         0       0       0   1 8    2011   2
16-30-23-531915-001-0112212271221111224 5 6       0       0       0   1 816  2021   2
72-94-88-221916-001-0112122242211222224 510 1920000       0       0   2          1  2
41-59-30-521917-001-0112122232211222224 5 7  240000       0       0   2          1  2
35-77-69-961917-001-0512122211212212222 5         0       0       0   2          1  2
15-84-04-211918-001-0112212241221222224 6         0       0       0   11617192001   2
49-53-59-621922-001-0112222271112222221 5 6       0       0       0   1 8    2010   2
