66-86-03-221116-001-01 72
66-86-03-221116-001-01 87
66-86-03-221116-001-01 92
66-86-03-221116-001-01107
93-26-69-751118-001-01 17
93-26-69-751118-001-01 20
93-26-69-751118-001-01 32
93-26-69-751118-001-01 47
93-26-69-751118-001-01 50
93-26-69-751118-001-01 60
93-26-69-751118-001-01 70
93-26-69-751118-001-01 83
93-26-69-751118-001-01 90
93-26-69-751118-001-01107
90-93-28-881119-001-02 17
90-93-28-881119-001-02 21
90-93-28-881119-001-02 37
90-93-28-881119-001-02 47
90-93-28-881119-001-02 53
90-93-28-881119-001-02 60
90-93-28-881119-001-02 70
90-93-28-881119-001-02 87
90-93-28-881119-001-02 97
90-93-28-881119-001-02107
88-29-40-911120-001-02 14
88-29-40-911120-001-02 20
88-29-40-911120-001-02 30
88-29-40-911120-001-02 44
88-29-40-911120-001-02 50
88-29-40-911120-001-02 60
88-29-40-911120-001-02 70
88-29-40-911120-001-02 85
88-29-40-911120-001-02 90
88-29-40-911120-001-02107
45-81-76-581122-001-02 17
45-81-76-581122-001-02 25
45-81-76-581122-001-02 34
45-81-76-581122-001-02 46
45-81-76-581122-001-02 54
45-81-76-581122-001-02 63
45-81-76-581122-001-02 70
45-81-76-581122-001-02 87
45-81-76-581122-001-02 97
45-81-76-581122-001-02107
08-25-45-411134-001-01 17
08-25-45-411134-001-01 26
08-25-45-411134-001-01 35
08-25-45-411134-001-01 47
08-25-45-411134-001-01 57
08-25-45-411134-001-01 64
08-25-45-411134-001-01 70
08-25-45-411134-001-01 87
08-25-45-411134-001-01 97
08-25-45-411134-001-01107
43-81-40-331134-001-03 17
43-81-40-331134-001-03 22
43-81-40-331134-001-03 32
43-81-40-331134-001-03 47
43-81-40-331134-001-03 54
43-81-40-331134-001-03 65
43-81-40-331134-001-03 72
43-81-40-331134-001-03 87
43-81-40-331134-001-03 97
43-81-40-331134-001-03107
69-30-97-631135-001-01 17
69-30-97-631135-001-01 21
69-30-97-631135-001-01 32
69-30-97-631135-001-01 47
69-30-97-631135-001-01 54
69-30-97-631135-001-01 61
69-30-97-631135-001-01 70
69-30-97-631135-001-01 87
69-30-97-631135-001-01 90
69-30-97-631135-001-01107
54-29-44-611140-001-01 14
54-29-44-611140-001-01 20
54-29-44-611140-001-01 31
54-29-44-611140-001-01 44
54-29-44-611140-001-01 52
54-29-44-611140-001-01 60
54-29-44-611140-001-01 70
54-29-44-611140-001-01 87
54-29-44-611140-001-01 95
54-29-44-611140-001-01107
11-40-59-091140-001-03 14
11-40-59-091140-001-03 23
11-40-59-091140-001-03 32
11-40-59-091140-001-03 44
11-40-59-091140-001-03 50
11-40-59-091140-001-03 60
11-40-59-091140-001-03 70
11-40-59-091140-001-03 86
11-40-59-091140-001-03 96
11-40-59-091140-001-03105
39-14-27-761142-001-01 15
39-14-27-761142-001-01 24
39-14-27-761142-001-01 31
39-14-27-761142-001-01 47
39-14-27-761142-001-01 55
39-14-27-761142-001-01 66
39-14-27-761142-001-01 70
39-14-27-761142-001-01 85
39-14-27-761142-001-01 97
39-14-27-761142-001-01107
31-67-12-821152-001-01 17
31-67-12-821152-001-01 23
31-67-12-821152-001-01 35
31-67-12-821152-001-01 47
31-67-12-821152-001-01 51
31-67-12-821152-001-01 67
31-67-12-821152-001-01 70
31-67-12-821152-001-01 83
31-67-12-821152-001-01 95
31-67-12-821152-001-01107
13-35-77-181154-001-01 17
13-35-77-181154-001-01 20
13-35-77-181154-001-01 30
13-35-77-181154-001-01 47
13-35-77-181154-001-01 52
13-35-77-181154-001-01 60
13-35-77-181154-001-01 70
13-35-77-181154-001-01 80
13-35-77-181154-001-01 90
13-35-77-181154-001-01107
31-48-95-021155-001-01 16
31-48-95-021155-001-01 27
31-48-95-021155-001-01 36
31-48-95-021155-001-01 47
31-48-95-021155-001-01 52
31-48-95-021155-001-01 67
31-48-95-021155-001-01 70
31-48-95-021155-001-01 87
31-48-95-021155-001-01 97
31-48-95-021155-001-01102
84-59-93-681158-001-01 10
84-59-93-681158-001-01 20
84-59-93-681158-001-01 30
84-59-93-681158-001-01 40
84-59-93-681158-001-01 50
84-59-93-681158-001-01 60
84-59-93-681158-001-01 70
