40-74-76-771082-001-01 4   0        2  2                
40-74-76-771082-001-01 5   0        2  2                
40-74-76-771082-001-01 6   0        2  1     1 91  40000
40-74-76-771082-001-01 7   0        2  1     1 91      0
40-74-76-771082-001-01 8   0        2  2                
40-74-76-771082-001-01 9   0        2  2                
40-74-76-771082-001-0110   0        2  2                
40-74-76-771082-001-0111   0        2  2                
40-74-76-771082-001-0112   0        2  2                
40-74-76-771082-001-0113   0        2  2                
40-74-76-771082-001-0114   0        2  2                
40-74-76-771082-001-0115   0        2  2                
71-92-06-801083-001-01 1   1    10001212                
71-92-06-801083-001-01 2   0        2  2                
71-92-06-801083-001-01 3   0        2  2                
71-92-06-801083-001-01 4   0        2  2                
71-92-06-801083-001-01 5   0        2  2                
71-92-06-801083-001-01 6   0        2  2                
71-92-06-801083-001-01 7   0        2  2                
71-92-06-801083-001-01 8   0        2  2                
71-92-06-801083-001-01 9   0        2  2                
71-92-06-801083-001-0110   0        2  2                
71-92-06-801083-001-0111   0        2  2                
71-92-06-801083-001-0112   0        2  2                
71-92-06-801083-001-0113   0        2  2                
71-92-06-801083-001-0114   0        2  2                
71-92-06-801083-001-0115   0        2  2                
74-62-00-181097-001-04 1   1    500011 2                
74-62-00-181097-001-04 2   0        2  1     1 12      0
74-62-00-181097-001-04 3   1   700001212                
74-62-00-181097-001-04 4   0        2  2                
74-62-00-181097-001-04 5   0        2  2                
74-62-00-181097-001-04 6   0        2  1     1 92  60000
74-62-00-181097-001-04 7   0        2  1     1 92      0
74-62-00-181097-001-04 8   0        2  2                
74-62-00-181097-001-04 9   0        2  2                
74-62-00-181097-001-0410   0        2  2                
74-62-00-181097-001-0411   0        2  2                
74-62-00-181097-001-0412   0        2  2                
74-62-00-181097-001-0413   0        2  2                
74-62-00-181097-001-0414   0        2  2                
74-62-00-181097-001-0415   0        2  2                
08-25-45-411134-001-01 1   3   1200011 2                
08-25-45-411134-001-01 2   1   5500011 2                
08-25-45-411134-001-01 3   0        2  2                
08-25-45-411134-001-01 4   0        2  2                
08-25-45-411134-001-01 5   0        2  2                
08-25-45-411134-001-01 6   0        2  2                
08-25-45-411134-001-01 7   0        2  2                
08-25-45-411134-001-01 8   0        2  2                
08-25-45-411134-001-01 9   0        2  2                
08-25-45-411134-001-0110   0        2  2                
08-25-45-411134-001-0111   0        2  2                
08-25-45-411134-001-0112   0        2  2                
08-25-45-411134-001-0113   0        2  2                
08-25-45-411134-001-0114   0        2  2                
31-67-12-821152-001-01 1   4   1200011 2                
