58-09-19-584289-001-01 1MAHINDI          111 1 11                           561   722                                 1  6000
58-09-19-584289-001-01 2MAHINDI          112 9 11                           121   721   121    72 1  1      2400 31 312      
91-36-93-284290-001-01 1MAHINDI          111 1 11                          7701  8602                                 1 51000
91-36-93-284290-001-01 2MAHINDI          112 9 11                           901  8602                                 2      
91-36-93-284290-001-01 3MAHARAGE         311 2 31                           851  1002                                 2      
91-36-93-284290-001-01 4MAHARAGE         31216 31                           151  1002                                 2      
91-36-93-284290-001-01 5KARANGA          431 2 43                           251   302                                 2      
91-36-93-284290-001-01 6KARANGA          43216 43                            51   302                                 2      
54-41-93-394306-001-04 1MPUNGA           121 2 12                           501  1002                                 1 10000
54-41-93-394306-001-04 2MPUNGA           12211 12                           501  1002                                 2      
27-81-46-114307-001-01 1MAHINDI          111 1 11                          1501  1752                                 1 17500
48-26-35-364308-001-01 1MAHINDI          111 1 11                           951  1192                                 1 11900
48-26-35-364308-001-01 2MAHINDI          112 9 11                           241  1191   241    24 1  1      3000 21 212      
31-91-85-564309-001-01 1MAHINDI          111 1 11                          3891  4322                                 1 43200
31-91-85-564309-001-01 2MAHINDI          112 9 11                           431  4322                                 2      
29-82-56-654310-001-01 1MAHINDI          111 1 11 21                       4001  4302                                 1 80000
29-82-56-654310-001-01 2MUHOGO           211 1 21                          2001  3002                                 1 30000
75-82-37-584310-001-02 1MAHINDI          111 1 11                          5001  5002                                 1 50000
66-68-73-914313-001-01 1MAHINDI          111 1 11                           601   602                                 1  5000
35-71-26-254325-001-01 1MAHINDI          111 1 11                          6001  6482                                 1 18000
35-71-26-254325-001-01 2MAHINDI          112 9 11                           481  6482                                 1  9000
72-50-64-154325-001-04 1MAHINDI          111 1 11                          3941  4362                                 1 24000
72-50-64-154325-001-04 2MAHINDI          112 9 11                           421  4362                                 1 12000
29-42-96-404328-001-01 1MAHINDI          111 1 11                         17001 18002                                 1135000
29-42-96-404328-001-01 2MAHINDI          112 9 11                          1001 18002                                 1135000
71-27-07-534328-001-02 1MAHINDI          111 1 11                          4001  4602                                 1 23000
71-27-07-534328-001-02 2MAHINDI          112 9 11                           251  4602                                 1 23000
86-93-88-714329-001-01 1MAHINDI          111 1 11                          3361  4202                                 1 21000
86-93-88-714329-001-01 2MAHINDI          112 9 11                           841  4202                                 1 21000
13-46-89-174330-001-01 1MAHINDI          111 1 11                          1681  2102                                 1 15750
13-46-89-174330-001-01 2MAHINDI          112 9 11                           421  2102                                 2      
85-15-73-244330-001-02 1MAHINDI          111 1 11                           161   202                                 1  2000
35-76-82-174331-001-02 1MAHINDI          111 1 11                          3001  3802                                 1 32500
35-76-82-174331-001-02 2MAHINDI          112 9 11                           601  3802                                 2      
41-79-32-394332-001-01 1MAHINDI          111 1 11                          7801  9002                                 1 69500
41-79-32-394332-001-01 2MAHINDI          112 9 11                          1201  9002                                 2      
41-79-32-394332-001-01 3MAHARAGE         311 2 31                           151   202                                 2      
41-79-32-394332-001-01 4MAHARAGE         31216 31                            51   202                                 2      
11-69-06-894345-001-02 1MAHINDI          111 1 11                          9601  9602                                 1 18000
11-69-06-894345-001-02 3ALIZETI          411 3 41                           512  2402                                 1 31200
11-69-06-894345-001-02 4ALIZETI          41210 41                          1891  2401  1891   240 1  1     57000 93 932      
28-58-98-634346-001-01 1MAHINDI          112 9 11                           121  1202                                 1  7200
87-23-03-174349-001-01 1MAHINDI          111 1 11                          4901  6002                                 1 36000
87-23-03-174349-001-01 2MAHINDI          112 9 11                           901  6001   901    90 2  2     20000 91 912      
95-89-60-914363-001-01 1MAHINDI          111 1 11                          4051  5062                                 1101200
95-89-60-914363-001-01 2MAHINDI          112 9 11                           851  5062                                 2      
47-02-15-084364-001-01 2MAHINDI          111 1 11                           201   252                                 1  2500
47-02-15-084364-001-01 3MAHINDI          112 9 11                            51   252                                 2      
28-07-25-294364-001-02 1MPUNGA           121 2 12                            31    62                                 1  1000
15-35-50-034365-001-01 1MAHINDI          111 1 11                          1081  1202                                 1  9000
50-28-33-064365-001-03 1MAHINDI          111 1 11                           721   802                                 1  8000
77-14-05-264367-001-01 1MUHOGO           211 1 21                          4001  7002                                 1 40000
14-89-23-384367-001-02 1MUHOGO           211 1 21                         10001 10002                                 2      
17-01-34-494368-001-03 1MPUNGA           121 8 12                           801  1002                                 2      
55-17-89-694383-001-01 1UWELE            141 1 14                          3841  3842                                 1 19200
36-88-48-324384-001-01 1MAHINDI          111 1 11                          1561  1562                                 1 18000
87-23-37-094385-001-01 1MPUNGA           121 2 12                          8001 12602                                 1 70000
87-23-37-094385-001-01 2MAHINDI          111 1 11                          3001  3002                                 1 17000
87-23-37-094385-001-01 3MTAMA            131 1 13                          2001  2002                                 1 12000
08-57-09-204386-001-02 1MAHINDI          111 1 11                          1001  1002                                 1  2500
08-57-09-204386-001-02 2MPUNGA           121 2 12                          4001  4202                                 1 10500
63-15-23-804387-001-01 1MPUNGA           121 2 12 13                       1561  1802                                 1 15000
63-15-23-804387-001-01 2MTAMA            131 1 13                          2001  2002                                 1 18000
88-30-09-514388-001-01 1MAHINDI          111 1 11                          2521  2522                                 1 12600
80-95-10-004390-001-01 1MAHINDI          111 1 11                           401   402                                 1  1000
80-95-10-004390-001-01 2MPUNGA           121 2 12                          2401  2802                                 1  7000
98-50-13-744405-001-01 1MPUNGA           121 2 12                          1721  2152                                 1 10500
98-50-13-744405-001-01 2PUMBA ZA MPUNGA  12211 12                           431  2152                                 2      
08-30-76-814420-001-01 1MAHINDI          111 1 11                          1901  1902                                 1  9500
08-30-76-814420-001-01 2MPUNGA           121 2 12                          2341  3122                                 1 26000
08-30-76-814420-001-01 3MPUNGA           12211 12                           781  3122                                 2      
47-76-35-154422-001-01 1MAHINDI          111 1 11                          1161  1202                                 1 14000
60-71-91-184422-001-04 1MAHINDI          111 1 11                          5001  6002                                 2      
98-11-62-454423-001-01 1MAHINDI          111 1 11                          1401  1402                                 1  8000
31-67-35-804424-001-01 1MAHINDI          111 1 11                          3901  4002                                 1 16000
31-67-35-804424-001-01 2ALIZETI          411 3 41                           902  3602                                 1252000
10-05-75-774425-001-01 1ALIZETI          411 3 41                           202   602                                 1  3000
10-05-75-774425-001-01 2MAHINDI          111 1 11                          2001  2002                                 2      
48-73-44-844439-001-01 1MPUNGA           12211 12                           801  3002                                 2      
05-77-19-484440-001-01 1MAHINDI          111 1 11                          2201  2202                                 1  5500
05-77-19-484440-001-01 2KARANGA          431 2 43                           961  1602                                 2      
05-77-19-484440-001-01 3KARANGA          43216 43                           641  1602                                 2      
05-77-19-484440-001-01 4VIAZI VITAMU     221 8 22                          4501  7282                                 2      
05-77-19-484440-001-01 5VIAZI VITAMU     22216 22                          2781  7282                                 2      
20-22-92-624441-001-01 1MAHINDI          111 1 11                          2921  2922                                 1  8000
20-22-92-624441-001-01 2MPUNGA           121 2 12                          5901  6002                                 1 35000
20-22-92-624441-001-01 3KARANGA          431 2 43                           451   802                                 2      
20-22-92-624441-001-01 4VIAZI VITAMU     221 8 22                          2501  3002                                 2      
20-22-92-624441-001-01 5MPUNGA           12211 12                          1101  6002                                 1 35000
20-22-92-624441-001-01 6KARANGA          43216 43                           251   802                                 2      
20-22-92-624441-001-01 7VIAZI VITAMU     22216 22                           501  3002                                 2      
59-35-71-824442-001-01 1MAHINDI          111 1 11                          1081  1082                                 1  2700
59-35-71-824442-001-01 2MPUNGA           121 2 12                          1401  2402                                 1 10000
59-35-71-824442-001-01 3KARANGA          431 1 43                           101   102                                 2      
59-35-71-824442-001-01 4VIAZI VITAMU     221 8 22                          2751  4702                                 2      
59-35-71-824442-001-01 5MPUNGA           12211 12                          1001  2402                                 1     0
02-51-38-994443-001-01 1MPUNGA           12211 12 22                        211  1622                                 1  9000
02-51-38-994443-001-01 2VIAZI VITAMU     221 8 22                          4801  4502                                 2      
18-84-57-804443-001-03 1MAHINDI          111 1 11                          1201  1202                                 1  9000
18-84-57-804443-001-03 2VIAZI VITAMU     221 8 22                          3501  5602                                 2      
18-84-57-804443-001-03 3VIAZI VITAMU     22216 22                          2101  5602                                 2      
18-84-57-804443-001-03 4MPUNGA           121 2 12                          4001  5252                                 1 15000
18-84-57-804443-001-03 5MPUNGA           12211 12                           801  5252                                 1 15000
77-57-87-514443-001-05 1MPUNGA           121 2 12                           541   602                                 1  3000
77-57-87-514443-001-05 2MPUNGA           12211 12                            61   602                                 2      
43-79-07-184444-001-01 1MAHINDI          111 1 11                           361   402                                 1  2000
43-79-07-184444-001-01 2MAHINDI          112 9 11                            41   402                                 1  2000
43-79-07-184444-001-01 3KARANGA          431 2 43                           251   752                                 2      
43-79-07-184444-001-01 4KARANGA          43216 43                           151   752                                 2      
43-79-07-184444-001-01 5VIAZI VITAMU     221 8 22                           501   702                                 2      
43-79-07-184444-001-01 6VIAZI VITAMU     22218 22                           201   702                                 2      
43-79-07-184444-001-01 7MPUNGU           121 2 12                          3201  4002                                 1 12000
43-79-07-184444-001-01 8MPUNGA           12211 12                           451  4002                                 1 12000
75-52-30-394445-001-01 1MAHINDI          111 1 11                          4131  4142                                 1 12000
75-52-30-394445-001-01 2KARANGA          431 8 43                           301   902                                 2      
82-26-21-394445-001-03 1MAHINDI          111 1 11                          2101  2522                                 1 14000
82-26-21-394445-001-03 2MAHINDI          112 9 11                           421  2522                                 2      
82-26-21-394445-001-03 3KARANGA          431 8 43                           801  1502                                 1 30000
82-26-21-394445-001-03 4KARANGA          43216 43                           701  1502                                 2      
82-26-21-394445-001-03 5MPUNGA           121 8 43                          1891  3152                                 1  9450
82-26-21-394445-001-03 6MPUNGA           12211 12                          1261  3152                                 2      
82-26-21-394445-001-03 7VIAZI VITAMU     221 8 22                          2801  3202                                 2      
82-26-21-394445-001-03 8VIAZI VITAMU     22216 22                           401  3202                                 2      
81-84-58-854445-001-04 1MAHINDI          111 1 11                         18001 18002                                 1 45000
81-84-58-854445-001-04 2MPUNGA           121 2 12                          5761  7202                                 1 36000
81-84-58-854445-001-04 3MPUNGA           12211 12                          1441  7202                                 1 36000
84-67-96-954446-001-01 1MAHINDI          112 9 11 43                        601  3002                                 2      
84-67-96-954446-001-01 2KARANGA          43216 11 43                        181   902                                 2      
84-67-96-954446-001-01 3MAHINDI          111 1 11                          2401  3002                                 1  9000
63-30-74-354461-001-01 1MPUNGA           121 2 12                          3001  3752                                 1 24000
01-52-39-234463-001-01 1MAHINDI          111 1 11                          2421  2422                                 1 65000
01-52-39-234463-001-01 2MPUNGA           121 2 12                          3161  4222                                 1 17500
01-52-39-234463-001-01 3MPUNGA           12211 12                          1061  4222                                 2      
86-27-46-334463-001-03 1MAHINDI          111 1 11                         11621 13682                                 1106000
86-27-46-334463-001-03 2MAHINDI          112 9 11                          2061 13682                                 2      
86-27-46-334463-001-03 3MPUNGA           121 2 12                         10471 13962                                 1 58000
86-27-46-334463-001-03 4MPUNGA           12211 12                          3491 13962                                 2      
99-76-98-434464-001-01 1MAHINDI          111 1 11                          4701  4802                                 1 18000
99-76-98-434464-001-01 2MPUNGA           121 2 12                          3001  4202                                 1 24000
99-76-98-434464-001-01 3MPUNGA           12211 12                          1201  4202                                 2      
11-54-93-994464-001-04 1MAHINDI          111 1 11                           571   582                                 1  1800
66-52-25-504464-001-05 1MAHINDI          111 1 11                          2001  2002                                 1 12000
36-39-21-634478-001-01 1MAHINDI          111 1 11                          4481  7562                                 1 42000
36-39-21-634478-001-01 2MAHINDI          112 9 11                          3081  7562                                 2      
54-34-39-914478-001-03 1MAHINDI          111 1 11                          1901  2202                                 1 17000
54-34-39-914478-001-03 2MAHINDI          112 9 11                           351  2201   351   220 2  2      6000201 911 17000
54-34-39-914478-001-03 3VIAZI VITAMU     221 8 22                           701  1002                                 2      
54-34-39-914478-001-03 4VIAZI VITAMU     22216 22                           301  1002                                 2      
54-34-39-914478-001-03 5MPUNGA           121 2 12                          2601  3402                                 1 12000
54-34-39-914478-001-03 6MPUNGA           12211 12 92                        401  3402                                 1 12000
54-34-39-914478-001-03 7KARANGA          431 2 43                           161   402                                 2      
54-34-39-914478-001-03 8KARANGA          43216 43                            91   402                                 2      
25-88-33-814481-001-01 1MAHINDI          111 1 11                          2401  3002                                 1  9000
25-88-33-814481-001-01 2MAHINDI          112 9 11                           601  3002                                 2      
25-88-33-814481-001-01 3MPUNGA           121 2 12                          1121  2252                                 1  6000
25-88-33-814481-001-01 4MPUNGA           12211 12                           211  2252                                 2      
25-88-33-814481-001-01 5KARANGA          431 2 43                           401   602                                 2      
25-88-33-814481-001-01 6KARANGA          43216 43                           101   602                                 2      
25-88-33-814481-001-01 7MUHOGO           211 8 21                        165001185002                                 2      
25-88-33-814481-001-01 8MUHOGO           21216 21                            21185002                                 2      
99-28-29-124482-001-03 1MAHINDI          112 9 11 12                        901  5002                                 1  2500
99-28-29-124482-001-03 2MPUNGA           12211 12                          6001 15002                                 1 50000
22-37-41-424482-001-06 1MAHINDI          111 1 11                          3601  3602                                 1 10000
41-58-31-404483-001-01 1MPUNGA           121 2 12                          2161  3242                                 1 13500
41-58-31-404483-001-01 2MPUNGA           12211 12                          1081  3242                                 1     0
41-58-31-404483-001-01 3KARANGA          431 1 43                           601   602                                 2      
41-58-31-404483-001-01 4MAHINDI          111 1 11                         15361 19202                                 1 48000
41-58-31-404483-001-01 5MAHINDI          112 9 11                          3841 19202                                 1 48000
14-35-00-154484-001-01 1MAHINDI          111 1 11                          5001  6002                                 1500000
14-35-00-154484-001-01 2MAHINDI          112 9 11                          1001  6002                                 2      
14-35-00-154484-001-01 3KARANGA          431 8 43                          3001  3002                                 2      
14-35-00-154484-001-01 4KARANGA          43216 43                          2201  3002                                 2      
14-35-00-154484-001-01 5MPUNGA           121 2 12                          1601  1602                                 1 80000
14-35-00-154484-001-01 6MPUNGA           12216 12                           601  1602                                 2      
98-57-46-794497-001-01 1MAHINDI          111 1 11                          1681  2162                                 1 12000
98-57-46-794497-001-01 2MAHINDI          112 9 11                           481  2162                                 2      
98-57-46-794497-001-01 3KARANGA          431 8 43                           251   402                                 2      
98-57-46-794497-001-01 4KARANGA          43216 43                           151   402                                 2      
98-57-46-794497-001-01 5VIAZI VITAMU     221 8 22                           801  1102                                 2      
98-57-46-794497-001-01 6VIAZI VITAMU     22216 22                           301  1102                                 2      
10-98-93-804498-001-01 1MAHINDI          111 1 11                          3601  3602                                 1  9000
34-85-87-844498-001-03 1MAHINDI          111 1 11                          2401  3002                                 1 18000
34-85-87-844498-001-03 2MAHINDI          112 9 11                           601  3002                                 2      
27-01-39-844499-001-02 1MAHINDI          111 1 11                          1681  2162                                 1 12000
27-01-39-844499-001-02 2MAHINDI          112 9 11                           481  2162                                 2      
27-01-39-844499-001-02 3MPUNGA           121 8 12                          1261  1502                                 1  7000
27-01-39-844499-001-02 4MPUNGA           12211 12                           241  1502                                 2      
27-01-39-844499-001-02 5KARANGA          431 8 43                           401   602                                 2      
27-01-39-844499-001-02 6KARANGA          43216 43                           201   602                                 2      
27-01-39-844499-001-02 7MAHINDI          111 2 11                          1681  2162                                 1  6000
27-01-39-844499-001-02 8MAHINDI          112 9 11                           481  2162                                 2      
05-19-84-164499-001-03 1MUHOGO           211 8 21                           301    02                                 2      
05-19-84-164499-001-03 2MUHOGO           21216 21                           201   502                                 2      
05-19-84-164499-001-03 3MAHINDI          111 1 11                          2401  3002                                 1  9000
05-19-84-164499-001-03 4MAHINDI          112 9 11                           601  3002                                 2      
05-19-84-164499-001-03 5MPUNGA           121 2 12                           451  2252                                 1  6000
05-19-84-164499-001-03 6MPUNGA           12211 12                           451  2252                                 2      
05-19-84-164499-001-03 7MAHARAGE         311 2 31                           241   242                                 2      
05-19-84-164499-001-03 8MAHARAGE         31216 31                           101   242                                 2      
05-19-84-164499-001-03 9KARANGA          431 2 43                           241   242                                 2      
05-19-84-164499-001-0310KARANGA          43216 43                           241   242                                 2      
52-69-37-484500-001-01 1MAHINDI          111 1 11                          1201  2202                                 1 13000
52-69-37-484500-001-01 2MAHINDI          112 9 11                          1001  2202                                 2      
52-69-37-484500-001-01 3MPUNGA           121 2 11 12                       1101  1502                                 1 55000
52-69-37-484500-001-01 4MPUNGA           12211 12                           401  1502                                 2      
52-69-37-484500-001-01 5VIAZI VITAMU     221 5 22                          1201  1602                                 2      
52-69-37-484500-001-01 6VIAZI VITAMU     22216 22                           401  1602                                 2      
07-40-17-944501-001-02 1MAHINDI          111 1 11                          3001  3602                                 1  9000
07-40-17-944501-001-02 2MAHINDI          112 9 11                           501  3602                                 1  9000
07-40-17-944501-001-02 3MPUNGA           121 2 12                          1801  2902                                 1  9000
07-40-17-944501-001-02 4MPUNGA           12211 12                           451  2902                                 1  9000
07-40-17-944501-001-02 5KARANGA          431 2 43                           251   602                                 2      
07-40-17-944501-001-02 6KARANGA          43216 43                           131   602                                 2      
07-40-17-944501-001-02 7VIAZI VITAMU     221 8 22                           751  1002                                 2      
07-40-17-944501-001-02 8VIAZI VITAMU     22216 22                           251  1002                                 2      
10-94-44-734501-001-03 1MAHINDI          111 1 11                          8321 10402                                 1 26000
10-94-44-734501-001-03 2MAHINDI          112 9 11                          2081 10401  2081  1040 12 1 2   26000 91 912      
10-94-44-734501-001-03 3MPUNGA           121 2 12                          4201  6302                                 1 21000
10-94-44-734501-001-03 4VIAZI VITAMU     221 8 22                           801  2252                                 2      
56-35-31-494501-001-04 1MAHINDI          111 1 11                          8481 10602                                 1 26500
56-35-31-494501-001-04 2MAHINDI          112 9 11                          2121 10602                                 1 26500
56-35-31-494501-001-04 3MPUNGA           121 2 12                          3841  5762                                 1 24000
56-35-31-494501-001-04 4MPUNGA           12211 12                          1921  5762                                 1     0
56-35-31-494501-001-04 5KARANGA          431 1 43                          1801  1802                                 2      
56-35-31-494501-001-04 6VIAZI VITAMU     221 8 22                           401  1202                                 2      
56-35-31-494501-001-04 7VIAZI VITAMU     22216 22                           801  1202                                 2      
75-25-78-644501-001-06 1MAHINDI          111 1 11                          2881  3602                                 1 18000
75-25-78-644501-001-06 2MAHINDI          112 9 11                           721  3602                                 2      
75-25-78-644501-001-06 3MPUNGA           121 2 12                          2401  3602                                 1 12000
75-25-78-644501-001-06 4KARANGA          431 2 43                            71   102                                 2      
41-39-89-994501-001-07 1MAHINDI          111 1 11                          3201  3922                                 1 10000
41-39-89-994501-001-07 2MAHINDI          112 9 11                           801  3922                                 1 10000
41-39-89-994501-001-07 3MPUNGA           121 2 12                          9601 16802                                 1 60000
41-39-89-994501-001-07 4MPUNGA           12211 12                          7201 16802                                 1 60000
41-39-89-994501-001-07 5KARANGA          431 1 43                          2001  2002                                 2      
41-39-89-994501-001-07 7VIAZI VITAMU     221 8 22                          4401  6602                                 2      
41-39-89-994501-001-07 8VIAZI VITAMU     22216 22                           741  6602                                 2      
41-39-89-994501-001-07 9ALIZETI          411 3 41                           202  1402                                 1  3000
41-39-89-994501-001-0710ALIZETI          41210 41                           901  1402                                 1     0
79-90-44-824501-001-08 1MPUNGA           121 2 12                          3751  5002                                 1 10500
79-90-44-824501-001-08 2MPUNGA           12211 12                          1251  5002                                 2      
79-90-44-824501-001-08 3VIAZI VITAMU     221 8 22                          6001  8002                                 2      
79-90-44-824501-001-08 4VIAZI VITAMU     22216 22                          2001  8002                                 2      
79-90-44-824501-001-08 5MAHINDI          111 1 11                          4151  6652                                 1 24000
79-90-44-824501-001-08 6MAHINDI          112 9 11                          2001  6652                                 2      
27-12-14-234501-001-15 1MPUNGA           12211 12                          8881 22202                                 1 74000
46-06-74-344502-001-01 1MPUNGA           121 2 12                          3511  3512                                 1 17750
72-51-93-504503-001-01 1MAHINDI          111 1 11                          3601  4202                                 1 12500
72-51-93-504503-001-01 2MAHINDI          112 9 11                           601  4202                                 1 12500
72-51-93-504503-001-01 3KARANGA          431 2 43                           251   802                                 2      
72-51-93-504503-001-01 4KARANGA          43216 43                           161   802                                 2      
72-51-93-504503-001-01 5VIAZI VITAMU     221 8 22                          5801  8002                                 2      
72-51-93-504503-001-01 6VIAZI VITAMU     22216 22                          2201  8002                                 2      
72-51-93-504503-001-01 7MPUNGA           121 2 12                          2201  2802                                 1  6500
72-51-93-504503-001-01 8MPUNGA           12211 12                           451  2802                                 1  6500
79-13-46-574515-001-01 1MAHINDI          111 1 11                          3901  3902                                 1 15050
97-88-90-364516-001-01 1MAHINDI          111 1 11                          3601  3602                                 1 18000
70-16-64-654517-001-01 1MAHINDI          111 1 11                          1201  1202                                 1  3000
42-13-45-354518-001-01 1MAHINDI          111 1 11                          5821  5822                                 1 16000
18-35-65-994519-001-01 1MAHINDI          111 1 11 12 22 32                15121 15122                                 1  8400
18-35-65-994519-001-01 2MAHINDI          11217 11 12 22 32                   0  15122                                 2      
18-35-65-994519-001-01 3MPUNGA           121 2 11 12 22 32                 6931 10782                                 1 38500
18-35-65-994519-001-01 4MPUNGA           12211 11 12 22 32                 1931 10782                                 2      
81-55-21-874520-001-01 1MAHINDI          111 1 11                          5401  5402                                 1 27000
81-55-21-874520-001-01 2MTAMA            131 1 13                          3601  3602                                 1 18000
20-44-65-064520-001-10 1MAHINDI          111 1 11                          2001  2002                                 1 18000
66-05-47-214521-001-01 1MAHINDI          111 1 11                          5401  6002                                 1 42000
66-05-47-214521-001-01 2MAHINDI          112 9 11                           601  6002                                 2      
67-86-47-254521-001-02 1MAHINDI          111 1 11                          4501  4502                                 1  4500
68-16-27-734521-001-04 1MAHINDI          111 1 11                         10801 10802                                 1 54000
68-16-27-734521-001-04 2MPUNGA           121 2 12                          4331  7022                                 1 42120
27-90-81-474522-001-01 1MAHINDI          111 1 11                          9601  9602                                 1 48000
56-74-41-294534-001-01 1MAHINDI          111 1 11                          4001  5002                                 1 21000
56-74-41-294534-001-01 2MPUNGA           121 2 12                          4801  6002                                 1 28800
92-98-94-244535-001-01 1MAHINDI          111 1 11                          9721  9722                                 1  4320
92-98-94-244535-001-01 2MTAMA            131 1 13                          2001  2002                                 1  8000
92-98-94-244535-001-01 3MPUNGA           121 2 12                          1981  2642                                 1  8000
54-75-27-274535-001-03 1MPUNGA           121 2 12                          1881  2682                                 1 19000
54-75-27-274535-001-03 2MPUNGA           12211 12                           801  2682                                 2      
60-91-64-874537-001-01 1MAHINDI          111 1 11                          4801  4802                                 2      
60-91-64-874537-001-01 2ALIZETI          411 3 41                           102   202                                 1  1000
79-89-73-454538-001-01 1MAHINDI          111 1 11                          1261  1402                                 1  3500
23-26-79-034539-001-02 1MTAMA            131 1 13                          1801  2002                                 1  9000
88-22-71-884540-001-02 1MAHINDI          111 1 11                          1581  1602                                 1  5600
33-21-92-064543-001-04 1MPUNGA           121 2 12                          7501  9002                                 2      
87-69-42-264572-001-01 1MAHINDI          111 1 11                          5951  6002                                 1 15000
91-04-87-474573-001-01 1MTAMA            131 1 13                          1521  1362                                 1  4000
98-51-76-864574-001-01 1MAHINDI          111 1 11                          8001  8002                                 1 48000
98-51-76-864574-001-01 2MPUNGA           121 2 12                          3601  4502                                 1 36000
75-03-12-014574-001-11 1MAHINDI          111 1 11                         12961 12962                                 1 72000
75-03-12-014574-001-11 2MPUNGA           121 2 12                          3751  5002                                 1 32000
75-03-12-014574-001-11 3MPUNGA           12211 12                          1251  5002                                 2      
14-12-24-894574-001-14 1MAHINDI          111 1 11                          5401  6002                                 1 21000
08-04-53-234575-001-01 1MAHINDI          111 1 11                         11881 11882                                 1 42000
81-26-85-914576-001-01 1MAHINDI          111 1 11                          6001  6002                                 2      
17-67-12-914577-001-01 1MAHINDI          111 1 11                          2351  2402                                 1  7200
52-91-24-054591-001-01 1MAHINDI          111 1 11                         13201 13202                                 1 66000
52-91-24-054591-001-01 2KARANGA          431 2 43                          3431  6352                                 2      
52-91-24-054591-001-01 3KARANGA          43216 43                          2621  6352                                 2      
52-91-24-054591-001-01 4VIAZI VITAMU     221 8 22                          9601 24002                                 2      
52-91-24-054591-001-01 5VIAZI VITAMU     22216 22                         24001 40102                                 2      
61-42-72-094593-001-01 1MTAMA            131 1 13                           901   902                                 1  5000
61-42-72-094593-001-01 2MAHINDI          111 1 11                          4321  4322                                 1 24000
18-48-24-684594-001-01 1MAHINDI          111 1 11                         13201 13202                                 2      
92-85-59-414595-001-01 1MAHINDI          111 1 11                          2301  2502                                 1 14000
34-86-75-054596-001-01 1MTAMA            131 1 13                          8001 10002                                 1 60000
34-86-75-054596-001-01 2MPUNGA           121 8 12                          2661  3802                                 1 17600
96-37-81-904598-001-01 1MAHINDI          111 1 11                          2001  2002                                 1 12000
32-04-36-834613-001-01 1MAHINDI          111 1 11                           361   382                                 1   600
32-04-36-834613-001-01 2KARANGA          431 3 43                            42    82                                 2      
59-40-38-534614-001-01 1MAHINDI          111 1 11                          3621  3622                                 1 36000
64-20-85-604615-001-01 1MAHINDI          111 1 11                          1081  1082                                 1  6000
29-51-90-804616-001-01 1MAHINDI          111 1 11                          3901  4002                                 1 16800
63-32-21-814616-001-03 1MAHINDI          111 1 11                          1351  1352                                 1  8000
51-70-53-074618-001-01 1MAHINDI          111 1 11                          3601  3602                                 1 18000
35-88-72-584618-001-02 1MAHINDI          111 1 11                          1081  1082                                 1 10000
60-43-11-364629-001-01 1MAHINDI          111 1 11                          2301  2402                                 1  7700
60-43-11-364629-001-01 2MPUNGA           121 2 12                         10001 14002                                 1 12000
60-43-11-364629-001-01 3MPUNGA           12211 12                          4001 14002                                 2      
64-80-76-154630-001-01 1MPUNGA           121 2 12                          6601  8802                                 1  5110
64-80-76-154630-001-01 2MPUNGA           12211 12                          2201  8802                                 2      
67-40-05-014631-001-07 1MPUNGA           121 1 12                           301   502                                 1  2000
67-40-05-014631-001-07 2MPUNGA           122 9 12                           201   502                                 2      
34-33-43-164634-001-01 1MAHINDI          111 1 11                          6001  6002                                 2      
45-15-69-234635-001-01 1MAHINDI          111 1 11                          4861  5402                                 1 25200
45-15-69-234635-001-01 2MPUNGA           121 2 12                          9001 13502                                 1 63000
45-15-69-234635-001-01 3VIAZI VITAMU     221 8 22                          8001  8402                                 2      
49-97-30-764636-001-01 1MAHINDI          111 1 11                          3001  3002                                 1 15000
02-23-53-224648-001-01 2MAHINDI          111 1 11                          3161  3162                                 1 17000
02-23-53-224648-001-01 3MPUNGA           121 2 12                           701  1052                                 1  4900
02-23-53-224648-001-01 4MPUNGA           12211 12                           351  1052                                 2      
35-41-66-584649-001-04 1MAHINDI          111 1 11                           761   802                                 1  2000
38-73-88-634650-001-01 1MPUNGA           12211 12                          1521  1902                                 1 15000
38-73-88-634650-001-01 2MAHINDI          111 1 11                          2551  2552                                 1 15000
00-91-88-384652-001-01 1MAHINDI          111 1 11                          2001  2202                                 2      
92-11-72-844655-001-01 1MAHINDI          111 1 11                          8501  9002                                 1 40000
78-40-70-974667-001-01 1MAHINDI          111 1 11                           481   682                                 1  2400
78-40-70-974667-001-01 2MAHINDI          112 9 11                           201   682                                 2      
78-40-70-974667-001-01 3MPUNGA           121 8 12                           601   902                                 1  4200
78-40-70-974667-001-01 4MPUNGA           12211 12                           301   902                                 2      
27-44-96-424667-001-03 1MPUNGA           121 2 12                           961  1442                                 1  7200
27-44-96-424667-001-03 2MPUNGA           12211 12                           481  1442                                 2      
89-60-64-184668-001-01 1MAHINDI          111 1 11 12                        601  1082                                 1 14400
89-60-64-184668-001-01 2MCHELE           121 8 12                          3101  3172                                 1  5400
17-03-15-714669-001-01 1MPUNGA           121 2 12                           181   202                                 1   600
55-86-26-384670-001-01 2KARANGA          431 1 43                           451   452                                 2      
55-86-26-384670-001-01 3MPUNGA           121 2 12                          2201  3362                                 1  4200
64-93-12-244671-001-01 1MPUNGA           121 8 12                           651   452                                 1  4800
51-54-67-864672-001-01 1MPUNGA           121 8 12                          4301  4502                                 2      
03-89-93-604673-001-01 1MPUNGA           121 2 12                          2601  3252                                 1 18000
